concept1	concept2	correctclass	ledaclass	conf
ComicsCharacter	BodyOfWater	+	+	0.649562
Judge	VideogamesLeague	+	+	0.649562
Cricketer	President	-	+	0.649562
Scientist	MotorcycleRacingLeague	+	+	0.649562
MilitaryPerson	MusicFestival	+	+	0.649562
Project	Ship	+	+	0.649562
AdultActor	Company	+	+	0.649562
FictionalCharacter	RoadTunnel	+	+	0.649562
RugbyPlayer	Town	+	+	0.649562
Cave	MotorcycleRacingLeague	+	+	0.649562
Race	Planet	+	+	0.649562
SpaceShuttle	ComicsCreator	+	+	0.649562
Station	Convention	+	+	0.649562
AutoRacingLeague	Locomotive	+	+	0.649562
Actor	Scientist	-	+	0.649562
Mammal	Settlement	+	+	0.671556
Airport	Automobile	+	+	0.649562
Species	MountainRange	+	+	0.649562
Device	Website	+	+	0.620871
BasketballTeam	Play	+	+	0.649562
Work	FormulaOneRacer	+	+	0.649562
RecordLabel	BiologicalDatabase	+	+	0.649562
Newspaper	CricketLeague	+	+	0.649562
PeriodicalLiterature	GolfLeague	+	+	0.649562
Lymph	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Amphibian	Valley	+	+	0.649562
ChemicalSubstance	Organisation	+	+	0.649562
ProgrammingLanguage	Non-ProfitOrganisation	+	+	0.649562
ChemicalSubstance	MixedMartialArtsLeague	+	+	0.649562
MilitaryConflict	Rocket	+	+	0.649562
Ambassador	EducationalInstitution	+	+	0.720403
Place	LunarCrater	-	+	0.649562
Philosopher	IceHockeyLeague	+	+	0.649562
ShoppingMall	SpeedwayTeam	+	+	0.649562
AustralianFootballLeague	Governor	+	-	0.410777
MusicalWork	Infrastructure	+	+	0.649562
NationalCollegiateAthleticAssociationAthlete	AmericanFootballTeam	+	+	0.649562
SpaceShuttle	TennisPlayer	+	+	0.649562
Plant	ResearchProject	+	+	0.649562
College	CanadianFootballTeam	+	+	0.512722
Fungus	SkiArea	+	+	0.649562
MountainRange	GridironFootballPlayer	+	+	0.649562
LunarCrater	Scientist	+	+	0.649562
SnookerPlayer	Actor	-	+	0.649562
Eukaryote	Artery	+	+	0.649562
CanadianFootballLeague	PoliticalParty	+	+	0.720403
Name	BaseballLeague	+	+	0.649562
VideogamesLeague	VideoGame	+	+	0.649562
TennisPlayer	PopulatedPlace	+	+	0.649562
MusicalArtist	AdministrativeRegion	+	+	0.649562
Lake	SoccerLeague	+	+	0.649562
Website	IceHockeyLeague	+	+	0.649562
Amphibian	SpaceStation	+	+	0.649562
Cyclist	ComicsCreator	-	+	0.649562
LacrosseLeague	Species	+	+	0.649562
MotorcycleRacingLeague	FigureSkater	+	+	0.649562
BroadcastNetwork	SoccerManager	+	+	0.649562
GivenName	PublicTransitSystem	+	+	0.649562
University	GridironFootballPlayer	+	+	0.649562
Continent	Ship	+	+	0.649562
River	Single	+	+	0.649562
MountainRange	Ship	+	+	0.649562
WomensTennisAssociationTournament	Single	+	+	0.649562
Athlete	RouteOfTransportation	+	+	0.649562
AutoRacingLeague	PeriodicalLiterature	+	+	0.649562
Congressman	YearInSpaceflight	+	+	0.649562
Tunnel	WaterwayTunnel	-	+	0.649562
HistoricBuilding	MilitaryUnit	+	+	0.649562
RugbyPlayer	RouteOfTransportation	+	+	0.649562
GrandPrix	SportsTeam	+	+	0.649562
SpeedwayTeam	Planet	+	+	0.649562
PokerPlayer	Eukaryote	+	+	0.649562
Artist	RailwayTunnel	+	+	0.649562
HistoricPlace	MusicGenre	+	+	0.649562
ChemicalCompound	Bridge	+	+	0.649562
Station	SportsEvent	+	+	0.649562
Scientist	Village	+	+	0.620871
TradeUnion	ComicsCharacter	+	+	0.649562
Song	MilitaryUnit	+	+	0.649562
AmericanFootballTeam	FilmFestival	+	+	0.649562
BritishRoyalty	Person	-	+	0.649562
BodyOfWater	RoadTunnel	+	+	0.649562
Beverage	PowerStation	+	+	0.649562
Saint	Monarch	-	+	0.512722
Stadium	Cricketer	+	+	0.649562
Stadium	Mountain	+	+	0.649562
Comedian	School	+	+	0.620871
Athlete	University	+	+	0.649562
College	BritishRoyalty	+	+	0.649562
SpaceMission	EurovisionSongContestEntry	+	+	0.649562
Album	Amphibian	+	+	0.620871
ChemicalCompound	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
FootballMatch	Weapon	+	+	0.649562
Work	Play	-	+	0.649562
Animal	BiologicalDatabase	+	+	0.649562
Insect	Reptile	+	+	0.876315
RecordLabel	Locomotive	+	+	0.649562
College	PoloLeague	+	+	0.512722
BaseballLeague	BodyOfWater	+	+	0.649562
Restaurant	Game	+	+	0.649562
Governor	MusicalWork	+	+	0.649562
Activity	HistoricBuilding	+	+	0.649562
Bridge	RoadJunction	+	+	0.649562
GridironFootballPlayer	Name	+	+	0.649562
SnookerPlayer	BasketballPlayer	-	+	0.649562
RoadTunnel	Artery	+	+	0.649562
Moss	PersonFunction	+	+	0.720403
Library	FloweringPlant	+	+	0.649562
SupremeCourtOfTheUnitedStatesCase	Currency	+	+	0.649562
Tunnel	Currency	+	+	0.649562
Book	SpaceShuttle	+	+	0.649562
VideoGame	Saint	+	+	0.512722
Fungus	CanadianFootballTeam	+	+	0.512722
Cyclist	College	+	+	0.649562
Mountain	Protein	+	+	0.512722
FormulaOneRacer	Ambassador	-	+	0.649562
Building	TradeUnion	+	+	0.512722
Database	AmericanFootballPlayer	+	+	0.649562
InlineHockeyLeague	LegalCase	+	+	0.649562
SportsEvent	AutomobileEngine	+	+	0.649562
Work	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Brain	SpeedwayTeam	+	+	0.649562
ChemicalCompound	Lymph	+	+	0.649562
Amphibian	EurovisionSongContestEntry	+	+	0.649562
Planet	MilitaryPerson	+	+	0.649562
Drug	AdministrativeRegion	+	+	0.649562
Astronaut	Scientist	-	+	0.649562
MusicFestival	Beverage	+	+	0.649562
BaseballLeague	PersonFunction	+	+	0.720403
Album	Broadcaster	+	+	0.649562
MilitaryConflict	Town	+	+	0.649562
MusicGenre	EurovisionSongContestEntry	+	+	0.649562
Mollusca	MilitaryPerson	+	+	0.649562
Album	Colour	+	+	0.649562
Play	Comedian	+	+	0.649562
Cave	RoadTunnel	+	+	0.649562
Aircraft	Restaurant	+	+	0.649562
Island	Newspaper	+	+	0.649562
Stadium	HandballLeague	+	+	0.649562
Magazine	College	+	+	0.649562
CanadianFootballTeam	PowerStation	+	+	0.649562
Theatre	Holiday	+	+	0.649562
Governor	SportsLeague	+	-	0.410777
GolfPlayer	BasketballPlayer	-	+	0.649562
Arachnid	RailwayLine	+	+	0.649562
RugbyPlayer	Film	+	+	0.649562
Building	Film	+	+	0.620871
Restaurant	AustralianRulesFootballPlayer	+	+	0.649562
MemberOfParliament	Spacecraft	+	+	0.720403
Moss	Magazine	+	+	0.649562
Ambassador	Insect	+	+	0.512722
Fern	Currency	+	+	0.512722
Book	Race	+	+	0.649562
AmericanFootballTeam	Judge	+	+	0.649562
MixedMartialArtsLeague	Project	+	+	0.649562
Holiday	WrestlingEvent	+	+	0.649562
LaunchPad	BaseballPlayer	+	+	0.649562
VideogamesLeague	Bird	+	+	0.649562
Nerve	Museum	+	+	0.649562
Artery	Astronaut	+	+	0.649562
PowerStation	PeriodicalLiterature	+	+	0.649562
Philosopher	EurovisionSongContestEntry	+	+	0.649562
FormulaOneRacer	LaunchPad	+	+	0.649562
WaterwayTunnel	Theatre	+	+	0.649562
GrandPrix	MusicalWork	+	+	0.649562
BodyOfWater	Play	+	+	0.649562
MilitaryUnit	Monument	+	+	0.649562
HistoricPlace	BaseballPlayer	+	+	0.649562
WineRegion	MusicFestival	+	+	0.649562
ProgrammingLanguage	ComicsCreator	+	+	0.649562
College	Restaurant	+	+	0.649562
Musical	RoadJunction	+	+	0.649562
InlineHockeyLeague	Bone	+	+	0.649562
AmericanFootballTeam	Device	+	+	0.649562
AmericanFootballPlayer	GolfLeague	+	+	0.649562
MusicalArtist	Database	+	+	0.649562
Restaurant	Software	+	+	0.649562
GrandPrix	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Infrastructure	TradeUnion	+	+	0.512722
Journalist	BaseballLeague	+	+	0.649562
YearInSpaceflight	Mountain	+	+	0.649562
Embryology	WineRegion	+	+	0.649562
Lymph	Newspaper	+	+	0.649562
Band	Bridge	+	+	0.649562
Hospital	WomensTennisAssociationTournament	+	+	0.649562
Animal	Name	+	+	0.649562
SoccerPlayer	Weapon	+	+	0.649562
AmericanFootballPlayer	Saint	-	+	0.649562
Place	Grape	+	+	0.649562
FieldHockeyLeague	Cleric	+	+	0.649562
MeanOfTransportation	SoccerClub	+	+	0.649562
Convention	Bone	+	+	0.649562
PoliticalParty	Locomotive	+	+	0.649562
Place	MusicalWork	+	+	0.649562
MilitaryPerson	Infrastructure	+	+	0.649562
Stream	Insect	+	+	0.512722
RoadTunnel	FigureSkater	+	+	0.620871
Currency	ChristianBishop	+	+	0.649562
President	HandballLeague	+	+	0.649562
ArchitecturalStructure	Monarch	+	+	0.649562
Village	SnookerChamp	+	+	0.649562
Fish	VideogamesLeague	+	+	0.649562
ProgrammingLanguage	AmericanFootballPlayer	+	+	0.649562
BroadcastNetwork	Philosopher	+	+	0.649562
Rocket	PublicTransitSystem	+	+	0.649562
Comedian	Software	+	+	0.620871
PoliticalParty	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
Judge	SnookerWorldRanking	+	+	0.649562
GovernmentAgency	AmericanFootballLeague	+	+	0.649562
ShoppingMall	HockeyTeam	+	+	0.649562
SnookerChamp	BasketballTeam	+	+	0.649562
TelevisionShow	Scientist	+	+	0.649562
Judge	FieldHockeyLeague	+	+	0.649562
Activity	Band	+	+	0.620871
Fern	Monarch	+	+	0.512722
BasketballLeague	WrestlingEvent	+	+	0.649562
ShoppingMall	MotorcycleRacingLeague	+	+	0.649562
Athlete	Hospital	+	+	0.649562
RailwayTunnel	University	+	+	0.649562
Embryology	Convention	+	+	0.649562
OlympicResult	SnookerPlayer	+	+	0.649562
AdministrativeRegion	PersonFunction	+	+	0.649562
Reptile	PlayboyPlaymate	+	+	0.649562
Settlement	SoccerManager	+	+	0.649562
EthnicGroup	Vein	+	+	0.720403
EurovisionSongContestEntry	Architect	+	+	0.649562
Drug	MusicFestival	+	+	0.649562
Moss	Aircraft	+	+	0.620871
Embryology	Website	+	+	0.649562
ResearchProject	ProtectedArea	+	+	0.649562
MixedMartialArtsLeague	Embryology	+	+	0.649562
EthnicGroup	Model	+	+	0.649562
ChemicalCompound	GreenAlga	+	+	0.649562
Ship	MusicalWork	+	+	0.649562
AutoRacingLeague	Park	+	+	0.649562
FloweringPlant	Lighthouse	+	+	0.512722
EurovisionSongContestEntry	MilitaryUnit	+	+	0.649562
Country	Work	+	+	0.649562
Protein	Muscle	+	+	0.671556
Food	Artist	+	+	0.620871
Country	AcademicJournal	+	+	0.649562
Nerve	Road	+	+	0.649562
City	Rocket	+	+	0.649562
Conifer	Actor	+	+	0.649562
Ambassador	Beverage	+	+	0.649562
Airline	Stadium	+	+	0.512722
GridironFootballPlayer	OlympicResult	+	+	0.649562
HandballLeague	Broadcaster	+	+	0.649562
BiologicalDatabase	Airline	+	+	0.649562
Fish	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
FloweringPlant	SoccerClub	+	+	0.649562
Museum	Bacteria	+	+	0.649562
Lighthouse	PublicTransitSystem	+	+	0.512722
HockeyTeam	BasketballLeague	+	+	0.649562
BritishRoyalty	RouteOfTransportation	+	+	0.649562
ChemicalCompound	YearInSpaceflight	+	+	0.720403
Governor	Weapon	+	+	0.649562
MilitaryConflict	Stream	+	+	0.649562
Grape	RouteOfTransportation	+	+	0.649562
ChemicalSubstance	Nerve	+	+	0.649562
Actor	Town	+	+	0.649562
Album	BodyOfWater	+	+	0.649562
SpaceShuttle	BadmintonPlayer	+	+	0.649562
Non-ProfitOrganisation	Eukaryote	+	+	0.649562
BaseballPlayer	Cleric	-	+	0.649562
Legislature	MeanOfTransportation	+	+	0.649562
Mammal	Ginkgo	+	+	0.649562
Actor	Legislature	+	+	0.649562
Crustacean	SnookerPlayer	+	+	0.649562
PersonFunction	Museum	+	+	0.649562
WrestlingEvent	Judge	+	+	0.649562
BaseballLeague	City	+	+	0.512722
GaelicGamesPlayer	Software	+	+	0.649562
RecordLabel	BadmintonPlayer	+	+	0.649562
Gnetophytes	Disease	+	+	0.649562
EducationalInstitution	TennisPlayer	+	+	0.649562
Single	BasketballPlayer	+	+	0.649562
Book	LunarCrater	+	+	0.649562
Journalist	FieldHockeyLeague	+	+	0.649562
Weapon	SpeedwayLeague	+	+	0.649562
Ship	Fungus	+	+	0.512722
Legislature	Vein	+	+	0.649562
SpaceMission	FloweringPlant	+	+	0.649562
ChemicalCompound	Mayor	+	+	0.720403
MusicalWork	Stadium	+	+	0.649562
WrestlingEvent	Model	+	+	0.649562
Athlete	Cave	+	+	0.649562
BiologicalDatabase	Holiday	+	+	0.649562
RailwayTunnel	MixedMartialArtsLeague	+	+	0.649562
PopulatedPlace	AnatomicalStructure	+	+	0.649562
Project	Archaea	+	+	0.649562
Fish	SpeedwayLeague	+	+	0.649562
Cave	CollegeCoach	+	+	0.649562
CricketLeague	Grape	+	+	0.649562
IceHockeyLeague	SoccerClub	+	+	0.649562
SpeedwayTeam	Island	+	+	0.649562
VideoGame	Hospital	+	+	0.671556
CricketLeague	TennisPlayer	+	+	0.649562
IceHockeyPlayer	SoccerLeague	+	+	0.649562
BaseballPlayer	FigureSkater	-	+	0.649562
City	AdultActor	+	+	0.649562
LegalCase	University	+	+	0.649562
Olympics	Ship	+	+	0.649562
IceHockeyLeague	Magazine	+	+	0.649562
Food	Cyclist	+	+	0.649562
AdultActor	Astronaut	-	+	0.649562
ComicsCreator	SnookerPlayer	-	+	0.649562
Locomotive	LacrosseLeague	+	+	0.649562
YearInSpaceflight	Stream	+	+	0.512722
River	Moss	+	+	0.694787
SoftballLeague	FigureSkater	+	+	0.649562
Boxer	Model	-	+	0.649562
Moss	Rocket	+	+	0.649562
CricketLeague	Fern	+	+	0.649562
Country	CanadianFootballTeam	+	-	0.410777
Spacecraft	AutoRacingLeague	+	+	0.720403
Bacteria	CricketLeague	+	+	0.649562
Stream	Broadcaster	+	+	0.649562
GridironFootballPlayer	BiologicalDatabase	+	+	0.649562
Conifer	LacrosseLeague	+	+	0.649562
College	BasketballPlayer	+	+	0.649562
GolfPlayer	VideogamesLeague	+	+	0.649562
Rocket	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
Reptile	Island	+	+	0.512722
Gnetophytes	PersonFunction	+	+	0.649562
Cleric	WineRegion	+	+	0.649562
Grape	SoftballLeague	+	+	0.512722
SoccerManager	PublicTransitSystem	+	+	0.649562
River	Song	+	+	0.649562
Settlement	FictionalCharacter	+	+	0.649562
HandballLeague	Plant	+	+	0.649562
BasketballPlayer	Grape	+	+	0.649562
Politician	Magazine	+	+	0.649562
Cycad	Plant	-	+	0.782127
SnookerWorldRanking	MountainRange	+	+	0.649562
Scientist	Monument	+	+	0.649562
Reptile	Canal	+	+	0.956360
GolfLeague	Island	+	+	0.649562
MountainRange	Song	+	+	0.649562
Convention	NaturalPlace	+	+	0.649562
School	Stream	+	+	0.512722
MemberOfParliament	RouteOfTransportation	+	+	0.649562
Food	WineRegion	+	+	0.649562
BroadcastNetwork	MixedMartialArtsLeague	+	+	0.649562
Cardinal	GaelicGamesPlayer	-	+	0.649562
GolfLeague	MusicFestival	+	+	0.649562
Person	EurovisionSongContestEntry	+	+	0.649562
Book	Museum	+	+	0.649562
GrandPrix	RecordLabel	+	+	0.649562
PoliticalParty	Plant	+	+	0.512722
MusicalWork	City	+	+	0.649562
PlayboyPlaymate	SportsLeague	+	+	0.649562
Journalist	Eukaryote	+	+	0.649562
Park	SpaceMission	+	+	0.649562
Musical	HandballLeague	+	+	0.649562
ProtectedArea	GovernmentAgency	+	+	0.649562
PrimeMinister	TelevisionEpisode	+	+	0.649562
BodyOfWater	Lymph	+	+	0.649562
RailwayLine	RoadTunnel	+	+	0.649562
Non-ProfitOrganisation	Place	+	+	0.649562
Cleric	Bird	+	+	0.649562
Moss	Arachnid	+	+	0.649562
ComicsCharacter	PersonFunction	+	+	0.649562
Brain	RoadTunnel	+	+	0.649562
Event	MemberOfParliament	+	+	0.649562
LunarCrater	Park	+	+	0.649562
Road	Newspaper	+	+	0.649562
ShoppingMall	ProgrammingLanguage	+	+	0.720403
Planet	Drug	+	+	0.649562
RecordLabel	FormulaOneRacer	+	+	0.649562
Canal	RecordLabel	+	+	0.649562
RouteOfTransportation	Insect	+	+	0.649562
PokerPlayer	PowerStation	+	+	0.649562
AmericanFootballLeague	Cave	+	+	0.649562
CanadianFootballTeam	SpeedwayLeague	+	+	0.649562
Settlement	PoloLeague	+	+	0.512722
Election	Monarch	+	+	0.649562
EducationalInstitution	Mountain	+	+	0.649562
CanadianFootballTeam	Language	+	+	0.720403
Mollusca	Archaea	+	+	0.512722
Broadcaster	Legislature	+	+	0.649562
FormulaOneRacer	AutomobileEngine	+	+	0.649562
Species	AdministrativeRegion	+	+	0.649562
SpeedwayLeague	Cave	+	+	0.649562
CricketLeague	PublicTransitSystem	+	+	0.649562
Book	ShoppingMall	+	-	0.410777
Automobile	AutoRacingLeague	+	+	0.649562
AmericanFootballTeam	Criminal	+	+	0.649562
TelevisionEpisode	FloweringPlant	+	+	0.649562
Town	Beverage	+	+	0.649562
GreenAlga	Currency	+	+	0.649562
Cricketer	Architect	-	+	0.649562
EurovisionSongContestEntry	MixedMartialArtsEvent	+	+	0.649562
Cycad	BritishRoyalty	+	+	0.649562
Artist	GreenAlga	+	+	0.649562
Person	Nerve	+	+	0.649562
SpeedwayLeague	AcademicJournal	+	+	0.649562
FilmFestival	FootballMatch	+	+	0.649562
PeriodicalLiterature	Village	+	+	0.649562
PowerStation	Moss	+	+	0.649562
SnookerPlayer	SportsLeague	+	+	0.649562
ChemicalCompound	NascarDriver	+	+	0.649562
NaturalPlace	ClubMoss	+	+	0.649562
Language	Bacteria	+	+	0.973562
Game	Award	+	+	0.649562
Organisation	WineRegion	+	+	0.649562
GrandPrix	TennisLeague	+	+	0.649562
Valley	Gnetophytes	+	+	0.649562
MusicFestival	IceHockeyPlayer	+	+	0.649562
TelevisionEpisode	SoccerClub	+	+	0.649562
RouteOfTransportation	MilitaryPerson	+	+	0.649562
Bird	Congressman	+	+	0.649562
TennisPlayer	SportsLeague	+	+	0.649562
HockeyTeam	TennisLeague	+	+	0.649562
BritishRoyalty	FormulaOneRacer	-	+	0.649562
Valley	PokerPlayer	+	+	0.649562
Mollusca	CanadianFootballTeam	+	+	0.512722
SoccerLeague	MixedMartialArtsEvent	+	+	0.649562
RugbyLeague	Station	+	+	0.649562
EurovisionSongContestEntry	Magazine	+	+	0.649562
Road	Village	+	+	0.649562
Conifer	SoccerLeague	+	+	0.649562
Moss	Saint	+	+	0.512722
WomensTennisAssociationTournament	ChristianBishop	+	+	0.649562
AmericanFootballTeam	Newspaper	+	+	0.649562
Monarch	SpeedwayLeague	+	+	0.649562
Lake	Device	+	+	0.649562
WorldHeritageSite	MeanOfTransportation	+	+	0.649562
Newspaper	GivenName	+	+	0.649562
TelevisionShow	LaunchPad	+	+	0.649562
OlympicResult	Sport	+	+	0.649562
Database	Race	+	+	0.649562
SnookerPlayer	Olympics	+	+	0.649562
Protein	Park	+	+	0.649562
Book	Amphibian	+	+	0.620871
AustralianFootballLeague	Conifer	+	+	0.649562
Bird	TennisLeague	+	+	0.649562
Moss	TelevisionStation	+	+	0.649562
SportsLeague	PowerStation	+	+	0.649562
VolleyballLeague	Weapon	+	+	0.649562
Broadcaster	President	+	+	0.649562
CanadianFootballTeam	Building	+	+	0.512722
SpaceShuttle	Wrestler	+	+	0.649562
RouteOfTransportation	Plant	+	+	0.649562
GrandPrix	GreenAlga	+	+	0.649562
Protein	ComicsCreator	+	+	0.649562
SportsTeam	Organisation	-	+	0.649562
GridironFootballPlayer	GreenAlga	+	+	0.649562
Legislature	BasketballLeague	+	+	0.649562
TelevisionStation	Airline	+	+	0.649562
GolfPlayer	Currency	+	+	0.649562
WaterwayTunnel	Boxer	+	+	0.649562
Film	Gnetophytes	+	+	0.649562
Canal	River	+	+	0.671556
SpaceMission	ProtectedArea	+	+	0.649562
City	Criminal	+	+	0.649562
HandballLeague	LaunchPad	+	+	0.649562
NascarDriver	FictionalCharacter	-	+	0.649562
Astronaut	ComicsCharacter	-	+	0.649562
BaseballLeague	Rocket	+	+	0.649562
Protein	Disease	+	+	0.692805
NaturalPlace	AdultActor	+	+	0.649562
MilitaryConflict	AnatomicalStructure	+	+	0.649562
PoloLeague	Cave	+	+	0.649562
President	Locomotive	+	+	0.649562
Hotel	Eukaryote	+	+	0.649562
Boxer	ShoppingMall	+	+	0.649562
Congressman	AnatomicalStructure	+	+	0.649562
Athlete	School	+	+	0.649562
SnookerWorldRanking	TennisPlayer	+	+	0.649562
AustralianRulesFootballPlayer	SportsLeague	+	+	0.649562
PopulatedPlace	Nerve	+	+	0.649562
GivenName	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
Song	Play	+	+	0.649562
RouteOfTransportation	Drug	+	+	0.649562
Activity	Cleric	+	+	0.649562
Actor	SoccerManager	-	+	0.649562
Album	Song	+	+	0.649562
BadmintonPlayer	MartialArtist	-	+	0.649562
RugbyLeague	Gnetophytes	+	+	0.649562
GolfPlayer	Election	+	+	0.649562
SportsEvent	Work	+	+	0.649562
Gnetophytes	AcademicJournal	+	+	0.649562
Sport	BasketballTeam	+	+	0.649562
MountainRange	Sport	+	+	0.649562
Species	Company	+	+	0.671556
Stadium	Single	+	+	0.649562
Mayor	Monarch	-	+	0.512722
Nerve	RouteOfTransportation	+	+	0.649562
SupremeCourtOfTheUnitedStatesCase	Game	+	+	0.649562
Monument	Cyclist	+	+	0.649562
Restaurant	Organisation	+	+	0.649562
NascarDriver	Aircraft	+	+	0.649562
Colour	ProgrammingLanguage	+	+	0.649562
Scientist	Crustacean	+	+	0.649562
GrandPrix	Plant	+	+	0.649562
Event	Bird	+	+	0.649562
TelevisionShow	MeanOfTransportation	+	+	0.649562
ChemicalSubstance	Fungus	+	+	0.720403
Aircraft	Place	+	+	0.620871
PublicTransitSystem	TradeUnion	+	+	0.512722
Newspaper	Continent	+	+	0.620871
Race	MountainRange	+	+	0.649562
Continent	Automobile	+	+	0.649562
LunarCrater	School	+	+	0.649562
BritishRoyalty	TennisPlayer	-	+	0.649562
MilitaryConflict	RecordLabel	+	+	0.649562
MilitaryPerson	RadioStation	+	+	0.649562
Website	Nerve	+	+	0.649562
MusicalWork	MeanOfTransportation	+	+	0.649562
GridironFootballPlayer	Lighthouse	+	+	0.649562
RouteOfTransportation	College	+	+	0.649562
City	EducationalInstitution	+	+	0.512722
Road	VolleyballLeague	+	+	0.649562
Olympics	SoccerLeague	+	+	0.649562
Automobile	Fungus	+	+	0.649562
Convention	Architect	+	+	0.649562
Chancellor	AdministrativeRegion	+	+	0.649562
Beverage	Athlete	+	+	0.649562
SportsTeam	BroadcastNetwork	+	+	0.649562
Bone	Writer	+	+	0.649562
Software	Book	+	+	0.620871
SoccerPlayer	Amphibian	+	+	0.649562
BritishRoyalty	CanadianFootballTeam	+	+	0.649562
Film	FieldHockeyLeague	+	+	0.649562
PrimeMinister	Politician	-	+	0.649562
SpaceStation	Crustacean	+	+	0.649562
Politician	Person	-	+	0.649562
Town	Album	+	-	0.239599
ComicsCreator	SoccerPlayer	-	+	0.649562
TradeUnion	Broadcaster	+	+	0.649562
FilmFestival	Fish	+	+	0.649562
River	Animal	+	+	0.575317
Comedian	LacrosseLeague	+	+	0.649562
Locomotive	NaturalPlace	+	+	0.649562
Comedian	Newspaper	+	+	0.620871
Language	Hotel	+	+	0.649562
PrimeMinister	SpaceStation	+	+	0.649562
RailwayTunnel	Lymph	+	+	0.649562
Legislature	MartialArtist	+	+	0.649562
Grape	Mammal	+	+	0.512722
Currency	MixedMartialArtsLeague	+	+	0.649562
Judge	Museum	+	+	0.649562
Archaea	InlineHockeyLeague	+	+	0.649562
Bridge	TradeUnion	+	+	0.649562
Hospital	BasketballLeague	+	+	0.649562
ChemicalSubstance	Project	+	+	0.649562
GaelicGamesPlayer	Ambassador	-	+	0.720403
Judge	Hotel	+	+	0.649562
BasketballPlayer	CricketLeague	+	+	0.649562
Moss	GovernmentAgency	+	+	0.649562
GreenAlga	CanadianFootballTeam	+	+	0.649562
ClubMoss	BaseballPlayer	+	+	0.649562
FloweringPlant	Magazine	+	+	0.649562
MusicalWork	SnookerPlayer	+	+	0.649562
AcademicJournal	Valley	+	+	0.649562
Nerve	MemberOfParliament	+	+	0.649562
HistoricBuilding	College	+	+	0.512722
Cricketer	Planet	+	+	0.649562
Athlete	SportsLeague	+	+	0.649562
MixedMartialArtsLeague	TelevisionStation	+	+	0.649562
Species	MotorcycleRacingLeague	+	+	0.649562
AutoRacingLeague	RecordLabel	+	+	0.649562
Grape	SportsLeague	+	+	0.512722
Person	FloweringPlant	+	-	0.410777
RoadJunction	Architect	+	+	0.649562
WaterwayTunnel	BasketballTeam	+	+	0.649562
Legislature	Criminal	+	+	0.649562
Disease	MusicGenre	+	+	0.649562
FigureSkater	Colour	+	+	0.649562
Comedian	Continent	+	+	0.620871
OlympicResult	FootballMatch	+	+	0.649562
Holiday	GaelicGamesPlayer	+	+	0.649562
Crustacean	Mollusca	+	+	0.649562
FormulaOneRacer	ChemicalCompound	+	+	0.649562
GaelicGamesPlayer	VolleyballLeague	+	+	0.649562
Film	Rocket	+	+	0.649562
SnookerChamp	Company	+	+	0.649562
Software	WomensTennisAssociationTournament	+	+	0.649562
Valley	MilitaryUnit	+	+	0.649562
PrimeMinister	Journalist	-	+	0.649562
Athlete	GridironFootballPlayer	-	+	0.649562
MilitaryConflict	GaelicGamesPlayer	+	+	0.649562
InlineHockeyLeague	LunarCrater	+	+	0.649562
City	Activity	+	+	0.620871
MilitaryUnit	Settlement	+	+	0.620871
TennisLeague	Single	+	+	0.649562
Mammal	Valley	+	+	0.649562
SkiArea	Ginkgo	+	+	0.649562
Village	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Cave	Bacteria	+	+	0.649562
LunarCrater	MixedMartialArtsEvent	+	+	0.649562
City	LaunchPad	+	+	0.512722
MilitaryPerson	Amphibian	+	+	0.649562
Eukaryote	BasketballPlayer	+	+	0.649562
Game	Continent	+	+	0.649562
MotorcycleRacingLeague	FieldHockeyLeague	+	+	0.649562
Rocket	Theatre	+	+	0.649562
RoadJunction	RoadTunnel	+	+	0.649562
Mollusca	Cycad	+	+	0.512722
PopulatedPlace	Continent	-	+	0.649562
VolleyballLeague	Fish	+	+	0.649562
BasketballTeam	SkiArea	+	+	0.649562
Company	Rocket	+	+	0.649562
Monument	ChemicalCompound	+	+	0.720403
SportsEvent	MusicalArtist	+	+	0.649562
Person	Band	+	+	0.620871
BritishRoyalty	PoloLeague	+	+	0.649562
Non-ProfitOrganisation	HistoricPlace	+	+	0.649562
Eukaryote	Play	+	+	0.649562
ProgrammingLanguage	PoloLeague	+	+	0.720403
Boxer	Road	+	+	0.649562
Legislature	Museum	+	+	0.649562
IceHockeyLeague	Spacecraft	+	+	0.649562
RoadTunnel	Governor	+	+	0.620871
AmericanFootballTeam	Architect	+	+	0.649562
EurovisionSongContestEntry	SpaceStation	+	+	0.649562
AnatomicalStructure	TennisPlayer	+	+	0.649562
Protein	Weapon	+	+	0.649562
SnookerWorldRanking	Actor	+	+	0.649562
Journalist	Software	+	+	0.649562
Bridge	Road	+	+	0.649562
Drug	FootballMatch	+	+	0.649562
PoloLeague	Activity	+	+	0.649562
TennisPlayer	Arachnid	+	+	0.649562
Athlete	Artery	+	+	0.649562
Cricketer	Park	+	+	0.649562
