concept1	concept2	correctclass	ledaclass	conf
MartialArtist	Nerve	+	+	0.666200
Muscle	Lymph	+	+	0.783079
Reptile	Tunnel	+	+	0.933918
CanadianFootballLeague	Automobile	+	+	0.666200
Cave	RailwayTunnel	+	+	0.666200
TradeUnion	Airline	+	+	0.666200
EurovisionSongContestEntry	Infrastructure	+	+	0.666200
SnookerChamp	FilmFestival	+	+	0.666200
Aircraft	SpeedwayLeague	+	+	0.666200
Ambassador	Ship	+	+	0.933918
RailwayTunnel	PersonFunction	+	+	0.666200
Cyclist	Library	+	+	0.933918
MusicalArtist	Project	+	+	0.666200
Muscle	SnookerWorldRanking	+	+	0.666200
Website	Athlete	+	+	0.650448
Ginkgo	PowerStation	+	+	0.666200
BasketballLeague	PoloLeague	+	-	0.145250
Ambassador	Device	+	+	0.975094
Musical	SpeedwayTeam	+	+	0.666200
FigureSkater	Judge	-	+	0.666200
Conifer	MixedMartialArtsEvent	+	+	0.666200
Stadium	SoccerLeague	+	+	0.666200
IceHockeyLeague	HandballLeague	+	+	0.507089
Company	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
Lake	Library	+	+	0.933918
WineRegion	GovernmentAgency	+	+	0.666200
Plant	River	+	+	0.933918
SpaceStation	SnookerPlayer	+	+	0.666200
Planet	FloweringPlant	+	+	0.507089
ClubMoss	Hospital	+	+	0.666200
Name	Astronaut	+	+	0.909096
Museum	BadmintonPlayer	+	+	0.666200
PeriodicalLiterature	Sport	+	+	0.666200
IceHockeyLeague	Ship	+	+	0.666200
Cyclist	Cleric	-	+	0.841947
PoliticalParty	PeriodicalLiterature	+	+	0.666200
Food	ComicsCharacter	+	+	0.666200
PopulatedPlace	GaelicGamesPlayer	+	+	0.666200
AutoRacingLeague	Senator	+	+	0.666200
Drug	Scientist	+	+	0.664007
GaelicGamesPlayer	ResearchProject	+	+	0.666200
Play	AutomobileEngine	+	+	0.666200
Wrestler	RoadTunnel	+	+	0.666200
Currency	NascarDriver	+	+	0.666200
Mountain	MountainRange	+	-	0.145250
Aircraft	Writer	+	+	0.850467
Governor	Amphibian	+	-	0.400536
ProgrammingLanguage	Journalist	+	+	0.666200
Senator	Play	+	+	0.978717
Governor	Lake	+	+	0.639336
TelevisionShow	Infrastructure	+	+	0.666200
BritishRoyalty	Award	+	+	0.666200
Comedian	OfficeHolder	-	+	0.975094
AmericanFootballPlayer	LegalCase	+	+	0.666200
SkiArea	SnookerWorldRanking	+	+	0.666200
ProtectedArea	MixedMartialArtsLeague	+	+	0.666200
Protein	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
Sport	Governor	+	+	0.841947
ProgrammingLanguage	MusicalArtist	+	+	0.666200
WineRegion	Airline	+	+	0.666200
Locomotive	Crustacean	+	+	0.933918
ShoppingMall	Protein	+	+	0.666200
TradeUnion	SoftballLeague	+	+	0.666200
WomensTennisAssociationTournament	RouteOfTransportation	+	+	0.666200
IceHockeyPlayer	PoliticalParty	+	+	0.666200
SpaceStation	AmericanFootballTeam	+	+	0.666200
Lake	TradeUnion	+	+	0.666200
Currency	River	+	+	0.929940
Library	Model	+	+	0.938767
Cricketer	Governor	-	+	0.576393
Animal	Theatre	+	+	0.681908
SpeedwayTeam	PlayboyPlaymate	+	+	0.666200
Lake	Conifer	+	+	0.929940
HandballLeague	PoliticalParty	+	+	0.666200
MusicalWork	Bone	+	+	0.666200
Restaurant	Bacteria	+	+	0.841947
Mammal	MixedMartialArtsLeague	+	+	0.666200
Actor	Website	+	+	0.909096
MusicalWork	NaturalPlace	+	+	0.666200
Actor	TennisLeague	+	+	0.666200
BroadcastNetwork	Congressman	+	+	0.666200
Aircraft	Gnetophytes	+	+	0.666200
Insect	Album	+	+	0.975094
MartialArtist	Locomotive	+	+	0.666200
MemberOfParliament	ChristianBishop	-	+	0.666200
MilitaryPerson	Language	+	+	0.666200
Nerve	MountainRange	+	+	0.666200
HandballLeague	Scientist	+	+	0.666200
Grape	Planet	+	-	0.456360
WineRegion	NascarDriver	+	+	0.666200
Olympics	BaseballPlayer	+	+	0.666200
MotorcycleRacingLeague	Architect	+	+	0.666200
WineRegion	Book	+	+	0.666200
SportsTeam	Website	+	+	0.666200
FilmFestival	FloweringPlant	+	+	0.666200
Language	Congressman	+	+	0.978717
RecordLabel	Actor	+	+	0.666200
SportsTeam	MixedMartialArtsLeague	+	+	0.666200
Ambassador	SnookerPlayer	-	+	0.666200
Embryology	Village	+	+	0.964325
Fern	VolleyballLeague	+	+	0.666200
TelevisionShow	Currency	+	+	0.666200
Cycad	Artist	+	+	0.909096
CollegeCoach	President	-	+	0.666200
Book	AustralianFootballLeague	+	+	0.666200
Cyclist	Governor	-	+	0.975094
Olympics	Game	+	-	0.211909
WrittenWork	University	+	+	0.666200
Organisation	SpaceShuttle	+	+	0.666200
SnookerPlayer	GreenAlga	+	+	0.666200
Work	BasketballTeam	+	+	0.666200
RugbyLeague	MilitaryUnit	+	+	0.666200
PokerPlayer	Reptile	+	+	0.666200
AdultActor	ChristianBishop	-	+	0.666200
Sport	Athlete	+	-	0.211909
GivenName	Museum	+	+	0.666200
FieldHockeyLeague	Town	+	+	0.666200
Governor	Spacecraft	+	+	0.576393
IceHockeyLeague	Cleric	+	+	0.666200
Work	RecordLabel	+	+	0.666200
SportsEvent	College	+	+	0.666200
TelevisionEpisode	BodyOfWater	+	+	0.666200
Model	MilitaryConflict	+	+	0.666200
GolfLeague	PersonFunction	+	+	0.666200
Protein	Lymph	+	+	0.742703
Park	GrandPrix	+	+	0.666200
Protein	FieldHockeyLeague	+	+	0.666200
BaseballLeague	Insect	+	+	0.666200
BasketballPlayer	Hospital	+	+	0.666200
ChemicalCompound	FloweringPlant	+	+	0.666200
Settlement	Event	+	-	0.121730
Locomotive	Embryology	+	+	0.964325
FormulaOneRacer	Database	+	+	0.666200
Governor	Monarch	-	-	0.400536
Broadcaster	Person	+	+	0.648719
EurovisionSongContestEntry	Lake	+	+	0.666200
PlayboyPlaymate	AustralianRulesFootballPlayer	-	+	0.666200
MotorcycleRacingLeague	Saint	+	+	0.666200
Town	AcademicJournal	+	+	0.666200
Infrastructure	Device	+	+	0.510279
Language	ComicsCreator	+	+	0.666200
MartialArtist	MotorcycleRacingLeague	+	+	0.666200
Locomotive	SpeedwayTeam	+	+	0.666200
IceHockeyLeague	Monument	+	+	0.666200
IceHockeyPlayer	Senator	-	+	0.666200
RoadTunnel	Lighthouse	+	+	0.666200
Cricketer	MusicalArtist	-	+	0.666200
ResearchProject	Park	+	+	0.666200
Species	RailwayLine	+	+	0.666200
FieldHockeyLeague	City	+	+	0.666200
Theatre	Artery	+	+	0.841947
Locomotive	ChemicalSubstance	+	+	0.666200
InlineHockeyLeague	TennisLeague	+	+	0.507089
CollegeCoach	WaterwayTunnel	+	+	0.666200
BodyOfWater	AdultActor	+	+	0.666200
RoadTunnel	Restaurant	+	+	0.666200
Company	Colour	+	+	0.518125
WorldHeritageSite	Muscle	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	Cricketer	-	+	0.666200
President	College	+	+	0.841947
Architect	FootballMatch	+	+	0.666200
Olympics	Organisation	+	+	0.675950
Grape	Road	+	+	0.841947
Insect	PowerStation	+	+	0.666200
AutomobileEngine	LunarCrater	+	+	0.666200
Fungus	AutoRacingLeague	+	+	0.666200
MountainRange	Organisation	+	+	0.666200
Artery	Broadcaster	+	+	0.576393
Monarch	MilitaryConflict	+	+	0.666200
VolleyballLeague	SpeedwayTeam	+	+	0.666200
VideoGame	PersonFunction	+	+	0.666200
RoadTunnel	MusicFestival	+	+	0.666200
Reptile	Ginkgo	+	+	0.841947
Play	Magazine	+	+	0.639336
WrestlingEvent	Activity	+	+	0.666200
Ambassador	BroadcastNetwork	+	+	0.666200
Lake	Play	+	+	0.859973
Planet	Gnetophytes	+	+	0.666200
Disease	City	+	+	0.990639
Lighthouse	Activity	+	+	0.933918
LaunchPad	Magazine	+	+	0.576393
Weapon	Species	+	+	0.933918
RoadJunction	Hospital	+	+	0.666200
Tunnel	Award	+	+	0.929940
Website	Mountain	+	+	0.783079
AdultActor	BaseballPlayer	-	+	0.666200
Aircraft	GaelicGamesPlayer	+	+	0.666200
BasketballPlayer	Work	+	+	0.666200
NaturalPlace	Cardinal	+	+	0.666200
Animal	MeanOfTransportation	+	+	0.666200
Broadcaster	Colour	+	+	0.783079
PlayboyPlaymate	Company	+	+	0.666200
Magazine	Arachnid	+	+	0.841947
AdministrativeRegion	Name	+	+	0.666200
MartialArtist	RugbyPlayer	-	+	0.666200
Currency	BasketballTeam	+	+	0.666200
Grape	Lake	+	+	0.933918
Name	Reptile	+	+	0.675950
Astronaut	ChristianBishop	-	+	0.666200
Wrestler	Philosopher	-	+	0.841947
Olympics	Project	+	+	0.675950
PoliticalParty	FieldHockeyLeague	+	+	0.666200
MixedMartialArtsEvent	Planet	+	+	0.666200
AnatomicalStructure	HandballLeague	+	+	0.666200
Saint	Park	+	-	0.400536
WineRegion	ChemicalSubstance	+	+	0.666200
Airline	Ginkgo	+	+	0.783079
Legislature	GovernmentAgency	+	+	0.666200
Hospital	AustralianFootballLeague	+	+	0.666200
Bird	Hotel	+	+	0.975094
FootballMatch	Book	+	+	0.666200
Airport	Arachnid	+	+	0.841947
PrimeMinister	Stadium	+	+	0.666200
Conifer	PlayboyPlaymate	+	+	0.666200
Non-ProfitOrganisation	Wrestler	+	+	0.666200
Valley	Monument	+	+	0.841947
FigureSkater	Software	+	+	0.666200
BritishRoyalty	SportsLeague	+	+	0.666200
President	Cyclist	-	+	0.841947
Insect	Judge	+	+	0.675950
Food	Automobile	+	+	0.842314
Bone	LacrosseLeague	+	+	0.666200
SportsLeague	MilitaryUnit	+	+	0.666200
Cricketer	Olympics	+	+	0.964325
Fish	AutomobileEngine	+	+	0.666200
MountainRange	Rocket	+	+	0.666200
MusicGenre	ResearchProject	+	+	0.666200
MusicalWork	InlineHockeyLeague	+	+	0.666200
Activity	LaunchPad	+	+	0.783079
BaseballLeague	Actor	+	+	0.666200
Rocket	Play	+	+	0.944486
FieldHockeyLeague	BiologicalDatabase	+	+	0.666200
Activity	VideogamesLeague	+	+	0.666200
MixedMartialArtsLeague	Mollusca	+	+	0.666200
Amphibian	SportsTeam	+	+	0.666200
GreenAlga	VideogamesLeague	+	+	0.666200
PowerStation	TelevisionEpisode	+	+	0.666200
Ginkgo	GivenName	+	+	0.507089
Airport	Language	+	+	0.978717
FootballMatch	MilitaryPerson	+	+	0.666200
Building	TelevisionEpisode	+	+	0.666200
ComicsCreator	RailwayTunnel	+	+	0.666200
GaelicGamesPlayer	WrittenWork	+	+	0.666200
Town	Spacecraft	+	+	0.783079
Politician	LunarCrater	+	+	0.666200
SnookerChamp	Device	+	+	0.666200
Mountain	AmericanFootballPlayer	+	+	0.666200
Colour	Cyclist	+	+	0.933918
Continent	MusicGenre	+	+	0.666200
PrimeMinister	Person	-	+	0.666200
Moss	Mammal	+	+	0.675950
MotorcycleRacingLeague	MixedMartialArtsEvent	+	+	0.666200
Museum	Eukaryote	+	+	0.576393
EducationalInstitution	Name	+	+	0.666200
SnookerChamp	Restaurant	+	+	0.666200
PowerStation	TelevisionStation	+	-	0.145250
RadioStation	Work	+	+	0.666200
ShoppingMall	Olympics	+	+	0.666200
Mountain	Holiday	+	-	0.456360
Bone	GrandPrix	+	+	0.666200
BodyOfWater	Stadium	+	+	0.666200
BiologicalDatabase	PlayboyPlaymate	+	+	0.666200
PoliticalParty	ChristianBishop	+	+	0.666200
FormulaOneRacer	Moss	+	+	0.666200
FloweringPlant	RoadJunction	+	+	0.666200
Park	Mayor	+	+	0.841947
GrandPrix	SnookerPlayer	+	+	0.666200
MotorcycleRacingLeague	SportsEvent	+	+	0.666200
ChristianBishop	SportsLeague	+	+	0.666200
SportsEvent	GovernmentAgency	+	+	0.666200
RugbyLeague	Governor	+	+	0.666200
Single	Protein	+	+	0.990639
Airline	Road	+	+	0.648719
Ship	TennisPlayer	+	+	0.666200
Bird	MilitaryConflict	+	+	0.666200
PersonFunction	Cricketer	+	+	0.666200
SpaceMission	Governor	+	+	0.666200
TennisLeague	Gnetophytes	+	+	0.666200
Event	HistoricBuilding	+	+	0.666200
Archaea	Activity	+	+	0.666200
Stream	GreenAlga	+	+	0.666200
PokerPlayer	RouteOfTransportation	+	+	0.666200
RailwayTunnel	HockeyTeam	+	+	0.666200
HandballLeague	LunarCrater	+	+	0.666200
Journalist	Philosopher	-	-	0.400536
InlineHockeyLeague	MusicGenre	+	+	0.666200
CanadianFootballTeam	Monument	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	PublicTransitSystem	+	+	0.666200
SportsTeam	BiologicalDatabase	+	+	0.666200
Broadcaster	Spacecraft	+	+	0.576393
Project	WineRegion	+	+	0.666200
VideoGame	Canal	+	+	0.666200
InlineHockeyLeague	WorldHeritageSite	+	+	0.666200
FigureSkater	Newspaper	+	+	0.666200
MilitaryPerson	Hospital	+	+	0.666200
Valley	GreenAlga	+	+	0.666200
SportsTeam	Canal	+	+	0.666200
NaturalPlace	Film	+	+	0.666200
TennisLeague	AustralianFootballLeague	+	+	0.507089
GivenName	FormulaOneRacer	+	+	0.666200
Brain	FigureSkater	+	+	0.666200
Company	Theatre	+	+	0.841947
MilitaryConflict	Actor	+	+	0.666200
Eukaryote	PoliticalParty	+	+	0.666200
AmericanFootballPlayer	Muscle	+	+	0.666200
GrandPrix	SpaceStation	+	+	0.666200
HistoricBuilding	Protein	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	OfficeHolder	-	+	0.666200
CollegeCoach	FootballMatch	+	+	0.666200
Olympics	AmericanFootballPlayer	+	+	0.666200
Olympics	Airline	+	+	0.964325
Currency	Settlement	+	+	0.639336
FilmFestival	Race	+	+	0.666200
Race	BaseballLeague	+	+	0.666200
BadmintonPlayer	Crustacean	+	+	0.666200
Muscle	AnatomicalStructure	-	+	0.666200
WineRegion	MeanOfTransportation	+	+	0.666200
River	Website	+	+	0.964325
Non-ProfitOrganisation	PublicTransitSystem	+	+	0.666200
MilitaryPerson	MeanOfTransportation	+	+	0.666200
Play	Plant	+	-	0.164647
AmericanFootballTeam	Insect	+	+	0.666200
GivenName	AdultActor	+	+	0.666200
Stream	FigureSkater	+	+	0.666200
Conifer	Automobile	+	+	0.933918
SpeedwayLeague	TradeUnion	+	+	0.666200
TelevisionEpisode	Planet	+	+	0.666200
Non-ProfitOrganisation	Comedian	+	+	0.666200
PoliticalParty	LaunchPad	+	+	0.666200
BritishRoyalty	Scientist	-	+	0.666200
Writer	Gnetophytes	+	+	0.666200
Ambassador	PeriodicalLiterature	+	+	0.666200
CollegeCoach	MotorcycleRacingLeague	+	+	0.666200
PokerPlayer	Award	+	+	0.666200
WorldHeritageSite	AmericanFootballTeam	+	+	0.666200
MusicFestival	PublicTransitSystem	+	+	0.666200
MusicalArtist	FilmFestival	+	+	0.666200
Olympics	HistoricBuilding	+	+	0.666200
Grape	Embryology	+	+	0.964325
Lake	Aircraft	+	+	0.933918
WrestlingEvent	MusicalWork	+	+	0.666200
SpaceStation	ClubMoss	+	+	0.666200
MilitaryUnit	Writer	+	+	0.666200
School	Language	+	+	0.664007
Eukaryote	HistoricBuilding	+	+	0.666200
Amphibian	Continent	+	+	0.639336
MotorcycleRacingLeague	Game	+	+	0.666200
Architect	President	-	-	0.400536
Bird	GridironFootballPlayer	+	+	0.666200
Company	MemberOfParliament	+	+	0.666200
RugbyLeague	Song	+	+	0.666200
Settlement	MeanOfTransportation	+	+	0.666200
LacrosseLeague	MeanOfTransportation	+	+	0.666200
MartialArtist	Building	+	+	0.666200
Planet	ArchitecturalStructure	+	+	0.666200
MemberOfParliament	Game	+	+	0.666200
Holiday	Newspaper	+	+	0.990639
MixedMartialArtsEvent	BodyOfWater	+	+	0.666200
PowerStation	MusicFestival	+	+	0.666200
WrittenWork	InlineHockeyLeague	+	+	0.666200
WorldHeritageSite	TelevisionShow	+	+	0.666200
LegalCase	MountainRange	+	+	0.666200
SpaceShuttle	Drug	+	+	0.666200
Museum	Wrestler	+	+	0.841947
Architect	SpaceMission	+	+	0.666200
Cycad	ProgrammingLanguage	+	+	0.666200
Drug	BodyOfWater	+	+	0.666200
Book	Country	+	-	0.211909
PoloLeague	Locomotive	+	+	0.666200
Monarch	BritishRoyalty	-	+	0.666200
FigureSkater	Protein	+	+	0.666200
Monument	SnookerChamp	+	+	0.666200
Colour	RailwayLine	+	+	0.666200
Award	Stadium	+	+	0.978717
Infrastructure	MemberOfParliament	+	+	0.666200
Ginkgo	TelevisionEpisode	+	+	0.666200
Food	AmericanFootballTeam	+	+	0.666200
ClubMoss	MilitaryPerson	+	+	0.666200
RugbyPlayer	ProtectedArea	+	+	0.666200
GreenAlga	Species	-	+	0.666200
Airline	Mountain	+	+	0.783079
MusicalWork	Philosopher	+	+	0.666200
MusicalWork	GridironFootballPlayer	+	+	0.666200
InlineHockeyLeague	Book	+	+	0.666200
AnatomicalStructure	CanadianFootballTeam	+	+	0.666200
MotorcycleRacingLeague	Automobile	+	+	0.666200
Grape	GridironFootballPlayer	+	+	0.666200
CanadianFootballTeam	MotorcycleRacingLeague	+	+	0.666200
MusicGenre	PeriodicalLiterature	+	+	0.666200
Place	RoadTunnel	-	+	0.666200
Artist	Musical	+	+	0.841947
Band	Airline	+	+	0.742703
Convention	Journalist	+	+	0.978717
GovernmentAgency	ArchitecturalStructure	+	+	0.666200
WrestlingEvent	InlineHockeyLeague	+	+	0.666200
TelevisionEpisode	AmericanFootballTeam	+	+	0.666200
Election	Comedian	+	+	0.978717
CricketLeague	MusicalWork	+	+	0.666200
CanadianFootballTeam	WrestlingEvent	+	+	0.666200
ResearchProject	Place	+	+	0.666200
Ginkgo	AmericanFootballPlayer	+	+	0.666200
FloweringPlant	BasketballPlayer	+	+	0.666200
Hospital	EthnicGroup	+	+	0.666200
HistoricPlace	Event	+	+	0.666200
BaseballLeague	Play	+	+	0.666200
Non-ProfitOrganisation	Project	+	+	0.666200
Infrastructure	IceHockeyLeague	+	+	0.666200
AmericanFootballTeam	City	+	+	0.666200
Country	Project	+	+	0.639336
Automobile	PoloLeague	+	+	0.666200
ComicsCharacter	MusicFestival	+	+	0.666200
TradeUnion	Cardinal	+	+	0.666200
WrittenWork	School	+	+	0.666200
Protein	Stadium	+	+	0.933918
ChemicalSubstance	BadmintonPlayer	+	+	0.666200
SoccerManager	WorldHeritageSite	+	+	0.666200
RoadTunnel	Single	+	+	0.666200
RecordLabel	HandballLeague	+	+	0.666200
PeriodicalLiterature	Bird	+	+	0.666200
Astronaut	Project	+	+	0.964325
GolfLeague	FootballMatch	+	+	0.666200
ChristianBishop	MilitaryPerson	-	+	0.666200
Artist	RoadJunction	+	+	0.666200
Senator	Reptile	+	+	0.675950
Species	OlympicResult	+	+	0.666200
BasketballTeam	AnatomicalStructure	+	+	0.666200
RailwayTunnel	PowerStation	+	+	0.666200
SpeedwayLeague	SnookerPlayer	+	+	0.666200
SkiArea	SpaceShuttle	+	+	0.666200
AmericanFootballTeam	BodyOfWater	+	+	0.666200
Hospital	Boxer	+	+	0.841947
MusicalWork	GovernmentAgency	+	+	0.666200
CanadianFootballTeam	Governor	+	+	0.666200
Astronaut	MusicFestival	+	+	0.666200
Park	Stream	+	+	0.933918
AutoRacingLeague	CanadianFootballTeam	+	+	0.666200
Model	AcademicJournal	+	+	0.666200
Ship	Ginkgo	+	+	0.933918
WineRegion	Drug	+	+	0.666200
MotorcycleRacingLeague	ComicsCreator	+	+	0.666200
MusicFestival	HockeyTeam	+	+	0.666200
WrittenWork	Rocket	+	+	0.666200
Insect	AmericanFootballLeague	+	+	0.666200
Cardinal	Station	+	-	0.456360
Vein	Judge	+	+	0.975094
River	Museum	+	+	0.933918
City	Stream	+	+	0.690126
Grape	Library	+	+	0.841947
Spacecraft	Village	+	+	0.783079
Congressman	Athlete	-	+	0.675950
Film	Conifer	+	+	0.933918
ComicsCreator	ResearchProject	+	+	0.666200
SnookerChamp	ChemicalCompound	+	+	0.666200
RugbyLeague	LacrosseLeague	+	-	0.145250
Library	Writer	+	-	0.400536
President	InlineHockeyLeague	+	+	0.666200
Award	Work	+	-	0.211909
MartialArtist	Amphibian	+	+	0.666200
Arachnid	BaseballLeague	+	+	0.666200
Politician	Settlement	+	+	0.639336
Village	Muscle	+	+	0.933918
Politician	GreenAlga	+	+	0.666200
AdultActor	CanadianFootballLeague	+	+	0.666200
GrandPrix	PublicTransitSystem	+	+	0.666200
ComicsCharacter	LacrosseLeague	+	+	0.666200
MeanOfTransportation	Wrestler	+	+	0.666200
Song	Company	+	+	0.830817
MusicalArtist	Spacecraft	+	+	0.666200
Protein	SpeedwayLeague	+	+	0.666200
Building	WomensTennisAssociationTournament	+	+	0.666200
Road	Automobile	+	-	0.211909
MilitaryConflict	OlympicResult	+	+	0.666200
Game	Disease	+	+	0.990639
CollegeCoach	AutoRacingLeague	+	+	0.666200
Conifer	Nerve	+	+	0.990639
SkiArea	Theatre	+	+	0.666200
Mountain	Canal	+	+	0.841947
SnookerChamp	Infrastructure	+	+	0.666200
Building	Drug	+	+	0.763795
TradeUnion	MartialArtist	+	+	0.666200
SnookerPlayer	Journalist	-	+	0.666200
Musical	Writer	+	+	0.841947
WorldHeritageSite	Mayor	+	+	0.666200
Non-ProfitOrganisation	SoccerPlayer	+	+	0.666200
FigureSkater	ProgrammingLanguage	+	+	0.666200
ArchitecturalStructure	AustralianFootballLeague	+	+	0.666200
Town	Embryology	+	+	0.964325
YearInSpaceflight	Organisation	+	+	0.666200
Governor	GaelicGamesPlayer	-	+	0.666200
GaelicGamesPlayer	InlineHockeyLeague	+	+	0.666200
Lake	CanadianFootballTeam	+	+	0.666200
Legislature	Beverage	+	+	0.933918
Judge	Bone	+	+	0.933918
Athlete	MixedMartialArtsEvent	+	+	0.666200
Lighthouse	RadioStation	+	+	0.666200
PowerStation	HockeyTeam	+	+	0.666200
Ambassador	Database	+	+	0.978717
HockeyTeam	SkiArea	+	+	0.666200
TelevisionEpisode	City	+	+	0.666200
Ship	BiologicalDatabase	+	+	0.666200
Stadium	FigureSkater	+	+	0.666200
Project	RoadTunnel	+	+	0.666200
Name	MilitaryConflict	+	+	0.666200
AutomobileEngine	Model	+	+	0.666200
RoadTunnel	Tunnel	-	-	0.145250
Plant	Arachnid	+	+	0.675950
Station	GovernmentAgency	+	+	0.666200
Grape	RoadJunction	+	+	0.666200
InlineHockeyLeague	Valley	+	+	0.666200
SoccerManager	PoloLeague	+	+	0.666200
Database	Band	+	+	0.933918
FootballMatch	Station	+	+	0.666200
PoliticalParty	InlineHockeyLeague	+	+	0.666200
WaterwayTunnel	Scientist	+	+	0.666200
PeriodicalLiterature	AustralianFootballLeague	+	+	0.666200
President	Wrestler	-	+	0.841947
FigureSkater	Comedian	-	+	0.666200
Bird	Cycad	+	+	0.576393
Theatre	Conifer	+	+	0.933918
Hotel	PrimeMinister	+	+	0.666200
Food	PowerStation	+	+	0.666200
Theatre	FigureSkater	+	+	0.666200
MartialArtist	Album	+	+	0.666200
LegalCase	ProtectedArea	+	+	0.666200
Work	NascarDriver	+	+	0.666200
FormulaOneRacer	Museum	+	+	0.666200
FilmFestival	MixedMartialArtsLeague	+	+	0.666200
IceHockeyPlayer	Hotel	+	+	0.666200
Fish	Hospital	+	+	0.975094
InlineHockeyLeague	Ambassador	+	+	0.666200
Musical	MusicFestival	+	-	0.145250
FigureSkater	MixedMartialArtsEvent	+	+	0.666200
ClubMoss	Settlement	+	+	0.666200
ComicsCharacter	BodyOfWater	+	+	0.507089
Judge	VideogamesLeague	+	+	0.666200
Cricketer	President	-	+	0.576393
Scientist	MotorcycleRacingLeague	+	+	0.666200
MilitaryPerson	MusicFestival	+	+	0.666200
Project	Ship	+	+	0.978717
AdultActor	Company	+	+	0.666200
FictionalCharacter	RoadTunnel	+	+	0.666200
RugbyPlayer	Town	+	+	0.666200
Cave	MotorcycleRacingLeague	+	+	0.666200
Race	Planet	+	+	0.698328
SpaceShuttle	ComicsCreator	+	+	0.666200
Station	Convention	+	-	0.312037
AutoRacingLeague	Locomotive	+	+	0.666200
Actor	Scientist	-	-	0.475569
Mammal	Settlement	+	+	0.933918
Airport	Automobile	+	-	0.400536
Species	MountainRange	+	+	0.666200
Device	Website	+	-	0.281993
BasketballTeam	Play	+	+	0.666200
Work	FormulaOneRacer	+	+	0.666200
RecordLabel	BiologicalDatabase	+	+	0.666200
Newspaper	CricketLeague	+	+	0.666200
PeriodicalLiterature	GolfLeague	+	+	0.666200
Lymph	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
Amphibian	Valley	+	+	0.933918
ChemicalSubstance	Organisation	+	+	0.666200
ProgrammingLanguage	Non-ProfitOrganisation	+	+	0.666200
ChemicalSubstance	MixedMartialArtsLeague	+	+	0.666200
MilitaryConflict	Rocket	+	+	0.666200
Ambassador	EducationalInstitution	+	+	0.666200
Place	LunarCrater	-	+	0.666200
Philosopher	IceHockeyLeague	+	+	0.666200
ShoppingMall	SpeedwayTeam	+	+	0.666200
AustralianFootballLeague	Governor	+	+	0.666200
MusicalWork	Infrastructure	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	AmericanFootballTeam	+	+	0.666200
SpaceShuttle	TennisPlayer	+	+	0.666200
Plant	ResearchProject	+	+	0.666200
College	CanadianFootballTeam	+	+	0.666200
Fungus	SkiArea	+	+	0.666200
MountainRange	GridironFootballPlayer	+	+	0.666200
LunarCrater	Scientist	+	+	0.666200
SnookerPlayer	Actor	-	+	0.666200
Eukaryote	Artery	+	+	0.576393
CanadianFootballLeague	PoliticalParty	+	+	0.666200
Name	BaseballLeague	+	+	0.666200
VideogamesLeague	VideoGame	+	-	0.145250
TennisPlayer	PopulatedPlace	+	+	0.666200
MusicalArtist	AdministrativeRegion	+	+	0.666200
Lake	SoccerLeague	+	+	0.666200
Website	IceHockeyLeague	+	+	0.666200
Amphibian	SpaceStation	+	+	0.666200
Cyclist	ComicsCreator	-	+	0.666200
LacrosseLeague	Species	+	+	0.666200
MotorcycleRacingLeague	FigureSkater	+	+	0.666200
BroadcastNetwork	SoccerManager	+	+	0.666200
GivenName	PublicTransitSystem	+	+	0.666200
University	GridironFootballPlayer	+	+	0.666200
Continent	Ship	+	+	0.933918
River	Single	+	+	0.978717
MountainRange	Ship	+	+	0.666200
WomensTennisAssociationTournament	Single	+	+	0.666200
Athlete	RouteOfTransportation	+	+	0.666200
AutoRacingLeague	PeriodicalLiterature	+	+	0.666200
Congressman	YearInSpaceflight	+	+	0.666200
Tunnel	WaterwayTunnel	-	-	0.145250
HistoricBuilding	MilitaryUnit	+	+	0.666200
RugbyPlayer	RouteOfTransportation	+	+	0.666200
GrandPrix	SportsTeam	+	+	0.666200
SpeedwayTeam	Planet	+	+	0.666200
PokerPlayer	Eukaryote	+	+	0.666200
Artist	RailwayTunnel	+	+	0.666200
HistoricPlace	MusicGenre	+	+	0.666200
ChemicalCompound	Bridge	+	+	0.666200
Station	SportsEvent	+	+	0.666200
Scientist	Village	+	+	0.933918
TradeUnion	ComicsCharacter	+	+	0.666200
Song	MilitaryUnit	+	+	0.666200
AmericanFootballTeam	FilmFestival	+	+	0.666200
BritishRoyalty	Person	-	+	0.666200
BodyOfWater	RoadTunnel	+	+	0.666200
Beverage	PowerStation	+	+	0.666200
Saint	Monarch	-	-	0.400536
Stadium	Cricketer	+	+	0.576393
Stadium	Mountain	+	+	0.841947
Comedian	School	+	+	0.841947
Athlete	University	+	+	0.841947
College	BritishRoyalty	+	+	0.666200
SpaceMission	EurovisionSongContestEntry	+	+	0.666200
Album	Amphibian	+	+	0.841947
ChemicalCompound	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
FootballMatch	Weapon	+	+	0.666200
