concept1	concept2	correctclass	ledaclass	conf
Scientist	Device	+	-	0.315694
ChemicalSubstance	Book	+	-	0.480368
CricketLeague	Road	+	-	0.480368
Embryology	Monarch	+	+	0.520253
Weapon	CollegeCoach	+	-	0.480368
WorldHeritageSite	Currency	+	-	0.480368
Vein	RugbyPlayer	+	-	0.480368
TelevisionShow	GovernmentAgency	+	-	0.480368
SoccerPlayer	BasketballTeam	+	-	0.480368
Non-ProfitOrganisation	YearInSpaceflight	+	-	0.480368
SoccerLeague	Event	+	-	0.480368
Drug	Company	+	-	0.315694
LegalCase	TennisPlayer	+	-	0.480368
RoadTunnel	Animal	+	-	0.111822
Cleric	WrittenWork	+	-	0.480368
Architect	SnookerChamp	-	-	0.480368
Organisation	CanadianFootballLeague	-	-	0.072351
Stadium	MilitaryConflict	+	-	0.480368
SportsEvent	RugbyPlayer	+	-	0.480368
Newspaper	HistoricPlace	+	-	0.480368
City	EurovisionSongContestEntry	+	-	0.480368
PokerPlayer	Town	+	-	0.480368
Event	AcademicJournal	+	-	0.480368
Canal	Game	+	+	0.520253
EthnicGroup	Archaea	+	-	0.480368
CanadianFootballTeam	PopulatedPlace	+	-	0.480368
BaseballLeague	InlineHockeyLeague	+	-	0.111822
SpeedwayLeague	Country	+	-	0.480368
Single	Planet	+	+	0.520253
NationalCollegiateAthleticAssociationAthlete	MilitaryUnit	+	-	0.480368
Museum	SoccerManager	+	-	0.480368
Company	Hospital	+	+	0.520253
BiologicalDatabase	IceHockeyLeague	+	-	0.480368
SoccerClub	Canal	+	-	0.480368
Colour	FictionalCharacter	+	-	0.480368
Holiday	FootballMatch	+	-	0.480368
Place	SportsLeague	+	-	0.111822
GaelicGamesPlayer	Animal	+	-	0.480368
NascarDriver	City	+	-	0.480368
RailwayLine	WrestlingEvent	+	-	0.480368
GridironFootballPlayer	MemberOfParliament	-	-	0.480368
SoftballLeague	Actor	+	-	0.480368
MusicalWork	AustralianRulesFootballPlayer	+	-	0.480368
HandballLeague	EurovisionSongContestEntry	+	-	0.480368
InlineHockeyLeague	School	+	-	0.480368
Model	SpeedwayLeague	+	-	0.480368
Legislature	LacrosseLeague	+	-	0.111822
Rocket	Place	+	+	0.520253
Reptile	Saint	+	+	0.520253
Locomotive	ComicsCharacter	+	-	0.480368
President	SnookerChamp	-	-	0.480368
SnookerChamp	Ship	+	-	0.111822
Valley	Lighthouse	+	+	0.520253
Fungus	Film	+	-	0.059116
Animal	MountainRange	+	-	0.480368
NaturalPlace	SpaceStation	+	-	0.480368
FloweringPlant	BadmintonPlayer	+	-	0.480368
AmericanFootballPlayer	CollegeCoach	-	-	0.480368
BaseballLeague	Gnetophytes	+	-	0.480368
Disease	SoftballLeague	+	-	0.111822
MilitaryPerson	Ambassador	-	-	0.480368
AmericanFootballPlayer	MilitaryPerson	-	-	0.480368
PokerPlayer	Sport	+	-	0.480368
Device	SportsTeam	+	-	0.480368
Fern	Building	+	-	0.315694
AutoRacingLeague	RugbyPlayer	+	-	0.480368
MixedMartialArtsLeague	GovernmentAgency	+	-	0.480368
CanadianFootballLeague	Sport	+	-	0.480368
Mayor	WrestlingEvent	+	-	0.480368
Automobile	IceHockeyPlayer	+	-	0.480368
Astronaut	SoftballLeague	+	-	0.480368
OlympicResult	AdultActor	+	-	0.480368
Ginkgo	Software	+	+	0.520253
Settlement	BodyOfWater	+	-	0.480368
Island	Protein	+	+	0.808329
BodyOfWater	SoccerManager	+	-	0.111822
Non-ProfitOrganisation	Database	+	-	0.480368
RailwayTunnel	RugbyLeague	+	-	0.480368
NaturalPlace	MeanOfTransportation	+	-	0.480368
Organisation	Bacteria	+	+	0.520253
HistoricBuilding	AustralianRulesFootballPlayer	+	-	0.480368
OlympicResult	BaseballLeague	+	-	0.480368
Fish	RailwayLine	+	-	0.480368
MilitaryUnit	Mollusca	+	-	0.111822
Journalist	Island	+	-	0.315694
AutomobileEngine	RugbyLeague	+	-	0.480368
TelevisionStation	Magazine	+	-	0.480368
Person	Disease	+	-	0.315694
Olympics	Politician	+	+	0.520253
Artist	Film	+	+	0.520253
Hotel	Activity	+	-	0.315694
MotorcycleRacingLeague	Arachnid	+	-	0.480368
Chancellor	SportsEvent	+	-	0.480368
Amphibian	AnatomicalStructure	+	-	0.480368
RailwayTunnel	RouteOfTransportation	-	-	0.072351
Monarch	AdultActor	-	-	0.480368
Holiday	Actor	+	+	0.520253
Building	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
BodyOfWater	Embryology	+	-	0.480368
Software	VolleyballLeague	+	-	0.480368
TradeUnion	Arachnid	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	Judge	+	-	0.480368
CricketLeague	Award	+	-	0.480368
Town	PeriodicalLiterature	+	-	0.480368
GolfLeague	RugbyPlayer	+	-	0.480368
Film	PeriodicalLiterature	+	-	0.480368
Olympics	Monarch	+	+	0.520253
AutoRacingLeague	Gnetophytes	+	-	0.480368
Colour	Brain	+	+	0.520253
Criminal	Continent	+	-	0.128685
MixedMartialArtsLeague	Election	+	-	0.480368
Cricketer	Locomotive	+	+	0.520253
Newspaper	WrittenWork	-	-	0.072351
Governor	Organisation	+	-	0.315694
YearInSpaceflight	CanadianFootballLeague	+	-	0.480368
Non-ProfitOrganisation	BasketballPlayer	+	-	0.480368
Continent	BiologicalDatabase	+	-	0.480368
Book	Convention	+	+	0.520253
SoccerManager	Vein	+	-	0.480368
Race	SpeedwayTeam	+	-	0.480368
SnookerPlayer	Plant	+	-	0.111822
Fish	Museum	+	+	0.520253
Cleric	TelevisionEpisode	+	-	0.480368
Game	EthnicGroup	+	-	0.480368
ChristianBishop	BasketballPlayer	-	-	0.480368
BadmintonPlayer	ComicsCreator	-	-	0.480368
RugbyPlayer	Name	+	-	0.480368
Wrestler	Mayor	-	-	0.128685
RadioStation	Cricketer	+	-	0.480368
Locomotive	Olympics	+	+	0.520253
PublicTransitSystem	Drug	+	-	0.480368
Person	Election	+	-	0.059116
Species	Work	+	+	0.520253
Company	WineRegion	+	-	0.480368
GivenName	Olympics	+	-	0.480368
BaseballLeague	RugbyPlayer	+	-	0.480368
FloweringPlant	Non-ProfitOrganisation	+	-	0.480368
WrestlingEvent	WrittenWork	+	-	0.111822
FloweringPlant	CollegeCoach	+	-	0.480368
EducationalInstitution	Tunnel	+	-	0.480368
SnookerChamp	FootballMatch	+	-	0.480368
EurovisionSongContestEntry	Lighthouse	+	-	0.480368
Amphibian	Saint	+	+	0.520253
PeriodicalLiterature	Beverage	+	-	0.111822
MotorcycleRacingLeague	SoccerLeague	+	-	0.111822
GridironFootballPlayer	VideogamesLeague	+	-	0.480368
MusicalArtist	Airport	+	-	0.111822
FootballMatch	LaunchPad	+	-	0.480368
PlayboyPlaymate	OfficeHolder	-	-	0.480368
BritishRoyalty	TelevisionStation	+	-	0.480368
Infrastructure	EducationalInstitution	+	-	0.480368
TennisPlayer	Fish	+	-	0.480368
Fern	Magazine	+	+	0.520253
Beverage	Moss	+	+	0.520253
Place	MountainRange	-	-	0.010510
Restaurant	Lake	+	+	0.520253
GivenName	Nerve	+	-	0.111822
SpeedwayLeague	MountainRange	+	-	0.480368
River	AcademicJournal	+	-	0.480368
Astronaut	Bridge	+	+	0.520253
Holiday	TennisLeague	+	-	0.480368
EthnicGroup	SnookerChamp	+	-	0.480368
FictionalCharacter	AustralianRulesFootballPlayer	-	-	0.111822
BasketballPlayer	Animal	+	-	0.480368
President	SupremeCourtOfTheUnitedStatesCase	+	-	0.480368
Magazine	ComicsCharacter	+	-	0.480368
Beverage	ChristianBishop	+	-	0.480368
GovernmentAgency	Band	+	-	0.480368
Valley	Album	+	+	0.520253
Currency	Grape	+	+	0.520253
Archaea	Play	+	-	0.480368
Bone	Holiday	+	+	0.520253
SpaceShuttle	IceHockeyPlayer	+	-	0.480368
Legislature	AmericanFootballLeague	+	-	0.480368
RecordLabel	Lake	+	-	0.480368
Theatre	MountainRange	+	-	0.111822
MixedMartialArtsEvent	InlineHockeyLeague	+	-	0.480368
Race	MusicalArtist	+	-	0.480368
CanadianFootballLeague	RecordLabel	+	-	0.480368
Disease	ComicsCreator	+	-	0.480368
ProtectedArea	Broadcaster	+	-	0.480368
Lighthouse	SportsEvent	+	-	0.480368
BasketballTeam	Cycad	+	-	0.480368
SpeedwayLeague	MotorcycleRacingLeague	+	-	0.111822
Conifer	LegalCase	+	-	0.480368
University	Embryology	+	-	0.128685
RoadJunction	MusicFestival	+	-	0.480368
Beverage	River	+	-	0.128685
SoftballLeague	ArchitecturalStructure	+	-	0.480368
SpaceMission	FigureSkater	+	-	0.480368
InlineHockeyLeague	AdministrativeRegion	+	-	0.480368
AmericanFootballLeague	Stadium	+	-	0.480368
Single	Building	+	-	0.128685
Hotel	BaseballLeague	+	-	0.480368
WorldHeritageSite	Comedian	+	-	0.480368
AutoRacingLeague	BiologicalDatabase	+	-	0.480368
LaunchPad	ChemicalSubstance	+	-	0.480368
Lighthouse	Senator	+	+	0.520253
MilitaryConflict	SnookerChamp	+	-	0.480368
MixedMartialArtsEvent	Nerve	+	-	0.480368
PeriodicalLiterature	Crustacean	+	-	0.480368
Village	Continent	+	+	0.520253
FigureSkater	RugbyPlayer	-	-	0.111822
RugbyLeague	FigureSkater	+	-	0.480368
GrandPrix	MemberOfParliament	+	-	0.480368
Gnetophytes	Company	+	-	0.480368
Writer	Park	+	-	0.315694
TennisPlayer	RoadJunction	+	-	0.480368
Album	ComicsCharacter	+	-	0.480368
Road	Website	+	+	0.520253
RouteOfTransportation	TelevisionShow	+	-	0.480368
Software	OfficeHolder	+	+	0.520253
Website	Currency	+	+	0.520253
SoccerPlayer	Activity	+	-	0.480368
City	Cleric	+	-	0.128685
Aircraft	SoccerManager	+	-	0.480368
Politician	ComicsCreator	-	-	0.480368
ClubMoss	Criminal	+	-	0.111822
Architect	Journalist	-	-	0.059116
GivenName	Artist	+	-	0.480368
Animal	Nerve	+	-	0.315694
MixedMartialArtsLeague	LunarCrater	+	-	0.480368
ClubMoss	MusicalWork	+	-	0.480368
Cave	RugbyPlayer	+	-	0.480368
SoftballLeague	SpaceStation	+	-	0.480368
Aircraft	SportsTeam	+	-	0.480368
SportsLeague	SpaceShuttle	+	-	0.111822
Archaea	Architect	+	-	0.111822
Wrestler	Arachnid	+	+	0.520253
Architect	HandballLeague	+	-	0.480368
MilitaryConflict	ChemicalCompound	+	-	0.480368
BodyOfWater	Crustacean	+	-	0.480368
Artist	Mollusca	+	+	0.520253
Sport	Mammal	+	+	0.520253
Bone	President	+	+	0.808329
ClubMoss	AutomobileEngine	+	-	0.480368
Mollusca	FootballMatch	+	-	0.480368
Device	Airline	+	-	0.059116
Fish	TennisLeague	+	-	0.480368
WrestlingEvent	Album	+	-	0.480368
BasketballTeam	PokerPlayer	+	-	0.480368
Cleric	Colour	+	-	0.128685
Wrestler	GridironFootballPlayer	-	-	0.111822
SoccerPlayer	SpaceMission	+	-	0.480368
Cardinal	SnookerWorldRanking	+	-	0.480368
Broadcaster	Hospital	+	+	0.520253
Canal	Protein	+	-	0.315694
Locomotive	BritishRoyalty	+	-	0.480368
Bird	BaseballPlayer	+	-	0.111822
LacrosseLeague	GivenName	+	-	0.480368
Judge	Animal	+	+	0.520253
ComicsCreator	Athlete	-	-	0.480368
City	LacrosseLeague	+	-	0.480368
CricketLeague	Song	+	-	0.480368
AustralianFootballLeague	Sport	+	-	0.480368
Beverage	Reptile	+	-	0.128685
HistoricBuilding	SportsLeague	+	-	0.480368
BroadcastNetwork	PowerStation	+	-	0.480368
Cyclist	Astronaut	-	-	0.128685
ChemicalSubstance	Station	+	-	0.480368
Athlete	VolleyballLeague	+	-	0.480368
Hotel	SportsEvent	+	-	0.480368
Settlement	GovernmentAgency	+	-	0.111822
Hospital	WorldHeritageSite	-	-	0.480368
Brain	BasketballTeam	+	-	0.111822
College	Village	+	-	0.128685
Town	Amphibian	+	-	0.059116
HistoricBuilding	MusicalArtist	+	-	0.480368
Language	Country	+	-	0.315694
Bone	Book	+	-	0.059116
Politician	HistoricPlace	+	-	0.480368
BiologicalDatabase	RoadTunnel	+	-	0.480368
Judge	Grape	+	-	0.128685
TelevisionEpisode	Canal	+	-	0.480368
Food	AutomobileEngine	+	-	0.480368
President	Lymph	+	+	0.520253
EthnicGroup	GreenAlga	+	-	0.480368
Bird	Ambassador	+	+	0.520253
NaturalPlace	Lymph	+	-	0.480368
Senator	Wrestler	-	-	0.128685
Play	Politician	+	-	0.059116
Arachnid	Philosopher	+	+	0.520253
Island	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
BiologicalDatabase	Politician	+	-	0.480368
Lighthouse	WaterwayTunnel	+	-	0.480368
ClubMoss	Restaurant	+	-	0.480368
Race	ProtectedArea	+	-	0.480368
Vein	Database	+	+	0.520253
Architect	Game	+	+	0.520253
Building	SnookerPlayer	+	-	0.480368
CanadianFootballTeam	Hospital	+	-	0.480368
Language	PopulatedPlace	+	-	0.111822
LacrosseLeague	Actor	+	-	0.480368
Lighthouse	MeanOfTransportation	+	-	0.480368
TelevisionStation	MusicalArtist	+	-	0.480368
Cycad	Race	+	+	0.520253
Cyclist	PoliticalParty	+	-	0.480368
Theatre	BasketballPlayer	+	-	0.480368
LegalCase	Restaurant	+	-	0.480368
BiologicalDatabase	FootballMatch	+	-	0.480368
Game	Archaea	+	-	0.480368
Holiday	FloweringPlant	+	-	0.480368
SpeedwayTeam	SoftballLeague	+	-	0.480368
Artist	Hospital	+	+	0.520253
Arachnid	BasketballLeague	+	-	0.480368
Activity	Lake	+	-	0.315694
FigureSkater	Mollusca	+	-	0.480368
Lymph	GrandPrix	+	-	0.480368
Locomotive	HandballLeague	+	-	0.480368
Animal	Monument	+	-	0.315694
LegalCase	Band	+	-	0.480368
Work	Bird	+	+	0.520253
NationalCollegiateAthleticAssociationAthlete	Journalist	-	-	0.480368
Monument	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
BodyOfWater	Legislature	+	-	0.480368
WrestlingEvent	MixedMartialArtsLeague	+	-	0.480368
BasketballLeague	LacrosseLeague	+	-	0.111822
Brain	Cleric	+	+	0.520253
Language	Conifer	+	+	0.520253
Album	YearInSpaceflight	+	-	0.480368
FormulaOneRacer	Holiday	+	-	0.480368
SoftballLeague	Device	+	-	0.111822
RugbyLeague	Ship	+	-	0.480368
FloweringPlant	PopulatedPlace	+	-	0.480368
NascarDriver	BasketballLeague	+	-	0.480368
Town	Single	+	+	0.520253
IceHockeyLeague	Currency	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	FloweringPlant	+	-	0.480368
Mountain	Nerve	+	+	0.520253
Cyclist	MountainRange	+	-	0.480368
Colour	Eukaryote	+	+	0.520253
Theatre	VolleyballLeague	+	-	0.480368
MilitaryPerson	Software	+	-	0.480368
Band	BaseballLeague	+	-	0.111822
SportsTeam	Film	+	-	0.111822
Mountain	MusicGenre	+	-	0.111822
Ship	ChemicalSubstance	+	-	0.480368
AustralianRulesFootballPlayer	Library	+	-	0.480368
ChristianBishop	SpaceShuttle	+	-	0.480368
ProtectedArea	MilitaryPerson	+	-	0.480368
SportsLeague	Politician	+	-	0.480368
Magazine	MeanOfTransportation	+	-	0.480368
Beverage	Saint	+	+	0.520253
Congressman	FloweringPlant	+	-	0.480368
Play	RailwayLine	+	-	0.480368
Spacecraft	RugbyPlayer	+	-	0.480368
SoftballLeague	WomensTennisAssociationTournament	+	-	0.480368
Hotel	Broadcaster	+	+	0.520253
Chancellor	LacrosseLeague	+	-	0.480368
AutomobileEngine	SupremeCourtOfTheUnitedStatesCase	+	-	0.480368
MilitaryUnit	Person	+	-	0.480368
Organisation	Play	+	-	0.315694
NationalCollegiateAthleticAssociationAthlete	BadmintonPlayer	-	-	0.480368
RadioStation	BadmintonPlayer	+	-	0.480368
Olympics	Election	+	+	0.520253
Amphibian	BasketballTeam	+	-	0.480368
FilmFestival	Stadium	+	-	0.480368
ChemicalSubstance	Actor	+	-	0.480368
Song	Convention	+	+	0.520253
Reptile	SkiArea	+	-	0.480368
Fungus	Scientist	+	+	0.520253
SoccerManager	Lymph	+	-	0.480368
Insect	Legislature	+	+	0.520253
PeriodicalLiterature	Album	+	-	0.480368
ComicsCreator	Database	+	-	0.480368
InlineHockeyLeague	Animal	+	-	0.480368
Muscle	Rocket	+	+	0.520253
Monarch	ComicsCharacter	-	-	0.480368
Scientist	RecordLabel	+	-	0.480368
Astronaut	Building	+	+	0.520253
NaturalPlace	School	+	-	0.480368
Person	BaseballPlayer	-	-	0.072351
Hotel	Device	+	-	0.315694
Magazine	SpeedwayTeam	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	Name	+	-	0.438537
Mountain	Cyclist	+	+	0.520253
Rocket	Fern	+	-	0.315694
Vein	Archaea	+	-	0.480368
SoccerManager	Boxer	-	-	0.111822
SpeedwayLeague	PokerPlayer	+	-	0.480368
Book	MilitaryPerson	+	-	0.480368
SpaceMission	Drug	+	-	0.480368
EurovisionSongContestEntry	Game	+	-	0.480368
Gnetophytes	Drug	+	-	0.480368
Cycad	Protein	+	+	0.520253
Name	Holiday	+	-	0.478146
Archaea	FilmFestival	+	-	0.480368
Embryology	Journalist	+	+	0.520253
SportsEvent	Town	+	-	0.480368
GaelicGamesPlayer	Mayor	-	-	0.111822
RadioStation	OlympicResult	+	-	0.480368
GolfLeague	Band	+	-	0.480368
BaseballLeague	TennisPlayer	+	-	0.480368
Holiday	Road	+	+	0.520253
ComicsCreator	Country	+	-	0.111822
Website	Library	+	+	0.520253
SnookerWorldRanking	Town	+	-	0.480368
FieldHockeyLeague	Country	+	-	0.480368
LacrosseLeague	BritishRoyalty	+	-	0.480368
GolfLeague	AdministrativeRegion	+	-	0.480368
MilitaryConflict	MusicGenre	+	-	0.480368
HockeyTeam	Muscle	+	-	0.480368
AustralianFootballLeague	MixedMartialArtsEvent	+	-	0.480368
AutomobileEngine	Cycad	+	-	0.480368
Planet	MilitaryUnit	+	-	0.111822
Cardinal	SnookerChamp	-	-	0.480368
BiologicalDatabase	PoloLeague	+	-	0.111822
BodyOfWater	Airport	+	-	0.480368
Colour	Scientist	+	+	0.520253
RugbyLeague	Protein	+	-	0.480368
Archaea	AmericanFootballTeam	+	-	0.480368
Lymph	Monument	+	+	0.520253
AdministrativeRegion	RouteOfTransportation	+	-	0.111822
Website	Election	+	+	0.520253
MilitaryPerson	Philosopher	-	-	0.480368
BasketballLeague	Astronaut	+	-	0.480368
ComicsCharacter	SoccerClub	+	-	0.480368
SpaceMission	Ginkgo	+	-	0.480368
City	Website	+	+	0.520253
Lighthouse	Project	+	+	0.520253
Fish	Convention	+	+	0.520253
Band	Archaea	+	-	0.480368
RailwayLine	BasketballTeam	+	-	0.480368
Airline	Judge	+	-	0.128685
Language	Grape	+	-	0.128685
Film	RadioStation	+	-	0.480368
Holiday	MeanOfTransportation	+	-	0.480368
SportsEvent	Broadcaster	+	-	0.480368
ResearchProject	Road	+	-	0.111822
Tunnel	Locomotive	+	+	0.520253
Architect	Actor	-	-	0.059116
IceHockeyPlayer	Rocket	+	-	0.111822
SoccerPlayer	ProgrammingLanguage	+	-	0.480368
BiologicalDatabase	Species	+	-	0.480368
Musical	ChristianBishop	+	-	0.480368
Non-ProfitOrganisation	Colour	+	-	0.480368
VideogamesLeague	TelevisionStation	+	-	0.480368
AustralianRulesFootballPlayer	SoccerClub	+	-	0.480368
Astronaut	Valley	+	+	0.520253
BaseballPlayer	Activity	+	-	0.480368
University	Work	+	-	0.315694
Moss	Election	+	+	0.520253
Arachnid	Island	+	-	0.128685
Ship	PublicTransitSystem	+	-	0.480368
Park	Embryology	+	+	0.520253
RadioStation	Amphibian	+	-	0.111822
SpeedwayLeague	BaseballLeague	+	-	0.111822
SoccerPlayer	PeriodicalLiterature	+	-	0.480368
PlayboyPlaymate	Comedian	-	-	0.480368
Crustacean	SpaceShuttle	+	-	0.111822
SpaceMission	FictionalCharacter	+	-	0.480368
PersonFunction	Governor	+	-	0.480368
RoadTunnel	Archaea	+	-	0.480368
Village	ShoppingMall	+	-	0.480368
MixedMartialArtsEvent	Cardinal	+	-	0.480368
VolleyballLeague	BroadcastNetwork	+	-	0.480368
Arachnid	Fish	+	-	0.315694
AmericanFootballLeague	SkiArea	+	-	0.480368
SpaceMission	Restaurant	+	-	0.480368
Locomotive	Village	+	-	0.128685
Legislature	Lighthouse	+	-	0.128685
RadioStation	FormulaOneRacer	+	-	0.480368
LacrosseLeague	Device	+	-	0.111822
Nerve	Aircraft	+	+	0.520253
MilitaryPerson	Cricketer	-	-	0.480368
Mammal	Protein	+	+	0.520253
School	Fish	+	-	0.315694
PoliticalParty	AdultActor	+	-	0.480368
WaterwayTunnel	WrittenWork	+	-	0.480368
FigureSkater	Name	+	-	0.480368
AustralianFootballLeague	College	+	-	0.480368
Plant	Language	+	-	0.315694
MilitaryPerson	Single	+	-	0.480368
AmericanFootballLeague	Bacteria	+	-	0.480368
Nerve	Locomotive	+	-	0.128685
Monarch	PeriodicalLiterature	+	-	0.480368
PersonFunction	Single	+	-	0.480368
TradeUnion	IceHockeyPlayer	+	-	0.480368
Election	EducationalInstitution	+	-	0.111822
CanadianFootballTeam	SoccerLeague	+	-	0.480368
FieldHockeyLeague	Scientist	+	-	0.480368
ProgrammingLanguage	AcademicJournal	+	-	0.480368
SpaceStation	HistoricPlace	+	-	0.480368
ComicsCreator	Ambassador	-	-	0.111822
GaelicGamesPlayer	Building	+	-	0.480368
MusicalArtist	Beverage	+	-	0.480368
Person	Island	+	-	0.315694
MartialArtist	Senator	-	-	0.480368
VolleyballLeague	Newspaper	+	-	0.480368
Country	University	+	-	0.059116
Ambassador	Grape	+	+	0.520253
Non-ProfitOrganisation	Theatre	+	-	0.480368
IceHockeyLeague	NaturalPlace	+	-	0.480368
TennisPlayer	SupremeCourtOfTheUnitedStatesCase	+	-	0.480368
Weapon	Embryology	+	+	0.520253
MilitaryPerson	LegalCase	+	-	0.480368
TradeUnion	Monument	+	-	0.480368
SoccerLeague	Cricketer	+	-	0.480368
NascarDriver	Rocket	+	-	0.480368
Village	Currency	+	-	0.315694
Grape	MusicalArtist	+	-	0.480368
Automobile	PoliticalParty	+	-	0.480368
Drug	VideoGame	+	-	0.480368
BasketballLeague	RailwayLine	+	-	0.480368
Conifer	Organisation	+	+	0.520253
NaturalPlace	RailwayLine	+	-	0.480368
Saint	Holiday	+	-	0.315694
Model	Legislature	+	+	0.520253
SoccerLeague	Ambassador	+	-	0.480368
WorldHeritageSite	Brain	+	-	0.480368
Device	Olympics	+	+	0.520253
Infrastructure	Fern	+	+	0.520253
EthnicGroup	Amphibian	+	-	0.480368
SoccerPlayer	Governor	-	-	0.111822
AustralianFootballLeague	WaterwayTunnel	+	-	0.480368
Ginkgo	Stadium	+	+	0.520253
Name	College	+	-	0.128685
Insect	Spacecraft	+	-	0.128685
Locomotive	Ginkgo	+	+	0.520253
Boxer	Judge	-	+	0.520253
VideoGame	LaunchPad	+	-	0.480368
GolfLeague	RouteOfTransportation	+	-	0.480368
Fern	Town	+	-	0.059116
ClubMoss	PoloLeague	+	-	0.480368
ChemicalCompound	SupremeCourtOfTheUnitedStatesCase	+	-	0.438537
Artery	Station	+	+	0.520253
Mountain	School	+	+	0.520253
SnookerWorldRanking	AnatomicalStructure	+	-	0.480368
GridironFootballPlayer	BodyOfWater	+	-	0.111822
TelevisionStation	Hotel	+	-	0.480368
Building	VideoGame	+	-	0.480368
Locomotive	Artist	+	+	0.520253
BaseballLeague	Architect	+	-	0.480368
IceHockeyPlayer	Settlement	+	-	0.480368
Lymph	Reptile	+	+	0.520253
ProtectedArea	Model	+	-	0.480368
Reptile	Film	+	+	0.520253
TennisLeague	Artery	+	-	0.480368
SoccerClub	ClubMoss	+	-	0.111822
Disease	PersonFunction	+	-	0.480368
Town	RugbyLeague	+	-	0.480368
Insect	Lighthouse	+	+	0.520253
Astronaut	Non-ProfitOrganisation	+	-	0.480368
Eukaryote	Crustacean	-	-	0.083824
BroadcastNetwork	TelevisionEpisode	+	-	0.480368
FieldHockeyLeague	SoccerClub	+	-	0.480368
Village	Planet	+	+	0.520253
Legislature	OfficeHolder	+	+	0.520253
ChemicalSubstance	Infrastructure	+	-	0.480368
Lighthouse	Mollusca	+	+	0.520253
SoftballLeague	Planet	+	-	0.480368
HistoricBuilding	BasketballTeam	+	-	0.480368
Monarch	Musical	+	-	0.128685
SportsEvent	GolfPlayer	+	-	0.480368
RoadTunnel	Race	+	-	0.111822
Saint	Journalist	-	-	0.059116
PrimeMinister	Spacecraft	+	-	0.480368
WrestlingEvent	WomensTennisAssociationTournament	+	-	0.049601
InlineHockeyLeague	EthnicGroup	+	-	0.480368
Place	Cycad	+	+	0.520253
Restaurant	Animal	+	+	0.520253
Cave	Play	+	+	0.520253
Governor	MusicGenre	+	-	0.480368
ChemicalCompound	Tunnel	+	-	0.480368
Gnetophytes	AmericanFootballLeague	+	-	0.480368
MusicalArtist	IceHockeyLeague	+	-	0.480368
PokerPlayer	IceHockeyPlayer	-	-	0.111822
Scientist	VideoGame	+	-	0.480368
City	Fungus	+	-	0.315694
Saint	Astronaut	-	-	0.128685
SoftballLeague	SupremeCourtOfTheUnitedStatesCase	+	-	0.111822
Library	EducationalInstitution	+	-	0.072351
Magazine	VideoGame	+	-	0.111822
Infrastructure	PokerPlayer	+	-	0.480368
Olympics	Settlement	+	+	0.520253
SnookerWorldRanking	Airline	+	-	0.480368
ComicsCreator	Wrestler	-	-	0.111822
GridironFootballPlayer	AutoRacingLeague	+	-	0.480368
MountainRange	Monument	+	-	0.111822
PokerPlayer	SoccerManager	-	-	0.111822
FigureSkater	RadioStation	+	-	0.480368
Automobile	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
ProtectedArea	Politician	+	-	0.480368
SoccerLeague	LegalCase	+	-	0.111822
GolfPlayer	AutomobileEngine	+	-	0.480368
WomensTennisAssociationTournament	PopulatedPlace	+	-	0.480368
Monarch	SoftballLeague	+	-	0.480368
AutoRacingLeague	BasketballLeague	+	-	0.111822
Settlement	RailwayTunnel	+	-	0.480368
Criminal	SnookerChamp	-	-	0.480368
SoccerPlayer	Device	+	-	0.480368
Amphibian	BaseballLeague	+	-	0.480368
HistoricPlace	PeriodicalLiterature	+	-	0.480368
AmericanFootballPlayer	PrimeMinister	-	-	0.111822
ShoppingMall	Judge	+	-	0.480368
GolfLeague	GrandPrix	+	-	0.111822
GreenAlga	University	+	-	0.480368
Astronaut	MeanOfTransportation	+	-	0.480368
AmericanFootballPlayer	RugbyPlayer	-	-	0.111822
SoccerLeague	MusicalArtist	+	-	0.480368
PersonFunction	ArchitecturalStructure	+	-	0.480368
ClubMoss	SkiArea	+	-	0.480368
Chancellor	Broadcaster	+	-	0.128685
Valley	Airline	+	+	0.520253
AdultActor	Island	+	-	0.480368
MixedMartialArtsEvent	Vein	+	-	0.480368
RoadTunnel	Infrastructure	-	-	0.072351
Race	Work	+	+	0.520253
PrimeMinister	LaunchPad	+	-	0.480368
Tunnel	Moss	+	+	0.520253
BroadcastNetwork	Astronaut	+	-	0.480368
FigureSkater	Bone	+	-	0.480368
Wrestler	Band	+	+	0.520253
City	Plant	+	-	0.315694
GaelicGamesPlayer	MilitaryUnit	+	-	0.480368
PoliticalParty	VideogamesLeague	+	-	0.480368
Cycad	Chancellor	+	-	0.128685
ChemicalSubstance	Scientist	+	-	0.480368
Embryology	MemberOfParliament	+	-	0.480368
Sport	FigureSkater	+	-	0.480368
Arachnid	SportsTeam	+	-	0.480368
Mammal	MilitaryPerson	+	-	0.111822
Congressman	Non-ProfitOrganisation	+	-	0.480368
BasketballPlayer	YearInSpaceflight	+	-	0.480368
Crustacean	SpaceMission	+	-	0.111822
Fish	WrestlingEvent	+	-	0.480368
