concept1	concept2	correctclass	ledaclass	conf
Eukaryote	Road	+	+	0.705867
Congressman	Olympics	+	+	0.995573
Comedian	TennisLeague	+	+	0.694679
RouteOfTransportation	MilitaryUnit	+	+	0.694679
Beverage	Lighthouse	+	+	0.910110
Continent	President	+	+	0.543759
IceHockeyPlayer	Project	+	+	0.694679
Cave	Ambassador	+	+	0.720180
Artist	LaunchPad	+	+	0.705867
Drug	Museum	+	+	0.910110
GrandPrix	Insect	+	+	0.694679
SpaceStation	GaelicGamesPlayer	+	+	0.694679
Event	Automobile	+	+	0.874821
Town	MemberOfParliament	+	+	0.694679
LacrosseLeague	Wrestler	+	+	0.694679
Conifer	SkiArea	+	+	0.694679
Artist	SpaceMission	+	+	0.694679
WaterwayTunnel	FieldHockeyLeague	+	+	0.694679
SportsEvent	Activity	+	+	0.694679
NaturalPlace	Insect	+	+	0.694679
MusicalArtist	TelevisionEpisode	+	+	0.694679
Mayor	AnatomicalStructure	+	+	0.694679
TradeUnion	Reptile	+	+	0.694679
NaturalPlace	Cyclist	+	+	0.694679
Play	Hotel	+	+	0.995573
GrandPrix	Wrestler	+	+	0.694679
Politician	Non-ProfitOrganisation	+	+	0.694679
MountainRange	Brain	+	+	0.694679
RoadJunction	Magazine	+	+	0.694679
ClubMoss	AmericanFootballLeague	+	+	0.694679
Language	EthnicGroup	+	+	0.694679
Magazine	RailwayTunnel	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	YearInSpaceflight	+	+	0.694679
Theatre	SoccerManager	+	+	0.694679
Cave	AustralianFootballLeague	+	+	0.694679
PublicTransitSystem	Ginkgo	+	+	0.694679
Boxer	GivenName	+	+	0.694679
Restaurant	NascarDriver	+	+	0.694679
Holiday	Cave	+	+	0.995573
RugbyPlayer	Magazine	+	+	0.694679
TennisLeague	Archaea	+	+	0.694679
Magazine	Chancellor	+	+	0.910110
Philosopher	OfficeHolder	-	+	0.720180
Software	RailwayLine	+	+	0.694679
TradeUnion	MixedMartialArtsEvent	+	+	0.694679
Saint	GolfLeague	+	+	0.694679
Cleric	River	+	+	0.986344
CanadianFootballTeam	NaturalPlace	+	+	0.694679
River	FieldHockeyLeague	+	+	0.694679
LacrosseLeague	Criminal	+	+	0.694679
ProgrammingLanguage	PopulatedPlace	+	+	0.694679
TelevisionShow	Animal	+	+	0.694679
Name	WineRegion	+	+	0.694679
Embryology	ChristianBishop	+	+	0.694679
Theatre	Nerve	+	+	0.986344
Protein	Judge	+	+	0.910110
GreenAlga	Newspaper	+	+	0.694679
Stream	TelevisionShow	+	+	0.694679
Town	HandballLeague	+	+	0.694679
Eukaryote	Organisation	+	+	0.967095
AdministrativeRegion	SportsEvent	+	+	0.694679
Website	Politician	+	+	0.904220
SoccerClub	PlayboyPlaymate	+	+	0.694679
Work	MeanOfTransportation	+	+	0.694679
TradeUnion	AutomobileEngine	+	+	0.694679
SoccerLeague	Planet	+	+	0.694679
Ginkgo	TradeUnion	+	+	0.694679
MusicalArtist	Hotel	+	+	0.694679
PoliticalParty	ComicsCharacter	+	+	0.694679
GrandPrix	VideogamesLeague	+	+	0.694679
TradeUnion	Automobile	+	+	0.694679
BasketballPlayer	Cricketer	-	+	0.547097
BasketballTeam	AutomobileEngine	+	+	0.694679
School	Single	+	+	0.720180
College	GreenAlga	+	+	0.694679
Museum	College	+	+	0.720180
Game	Athlete	+	-	0.363317
InlineHockeyLeague	SnookerWorldRanking	+	+	0.694679
FloweringPlant	FormulaOneRacer	+	+	0.694679
WrestlingEvent	Station	+	+	0.694679
Congressman	Archaea	+	+	0.694679
Crustacean	Conifer	+	-	0.363317
Species	GrandPrix	+	+	0.694679
HistoricBuilding	Cleric	+	+	0.694679
Writer	SkiArea	+	+	0.694679
SpaceStation	Gnetophytes	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	Beverage	+	+	0.694679
GolfPlayer	Country	+	+	0.694679
Ambassador	Building	+	+	0.720180
AdultActor	PlayboyPlaymate	-	+	0.694679
Device	RailwayLine	+	+	0.694679
Beverage	EthnicGroup	+	+	0.694679
Scientist	EthnicGroup	+	+	0.694679
Tunnel	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
Park	Archaea	+	+	0.694679
RugbyPlayer	Chancellor	-	+	0.694679
Wrestler	GreenAlga	+	+	0.694679
Beverage	PoloLeague	+	+	0.694679
AcademicJournal	CanadianFootballTeam	+	+	0.694679
Album	NaturalPlace	+	+	0.694679
RugbyPlayer	Book	+	+	0.694679
ShoppingMall	MemberOfParliament	+	+	0.694679
AnatomicalStructure	Library	+	+	0.694679
Brain	Embryology	+	+	0.705867
Mayor	AustralianRulesFootballPlayer	-	+	0.694679
Currency	AustralianFootballLeague	+	+	0.694679
LegalCase	AustralianRulesFootballPlayer	+	+	0.694679
VideoGame	SnookerWorldRanking	+	+	0.694679
Currency	PopulatedPlace	+	+	0.694679
Muscle	RecordLabel	+	+	0.694679
WrestlingEvent	MilitaryUnit	+	+	0.694679
AustralianFootballLeague	Chancellor	+	+	0.694679
Crustacean	Ginkgo	+	+	0.948349
Work	Saint	+	+	0.802797
Brain	Fish	+	+	0.720180
FieldHockeyLeague	Theatre	+	+	0.694679
Activity	Moss	+	+	0.986344
Athlete	WrittenWork	+	+	0.694679
Model	Bird	+	+	0.720180
Archaea	BaseballLeague	+	+	0.694679
TradeUnion	AmericanFootballLeague	+	+	0.694679
TennisLeague	NationalCollegiateAthleticAssociationAthlete	+	+	0.694679
RailwayTunnel	Disease	+	+	0.694679
Website	Saint	+	+	0.904220
SnookerChamp	WomensTennisAssociationTournament	+	+	0.694679
SkiArea	Lighthouse	+	+	0.694679
Company	Award	+	+	0.691816
FictionalCharacter	Device	+	+	0.694679
Band	Journalist	+	-	0.363317
GaelicGamesPlayer	TennisPlayer	-	-	0.166376
TradeUnion	Bacteria	+	+	0.694679
ComicsCharacter	SoftballLeague	+	+	0.694679
Bone	Amphibian	+	+	0.980337
Cyclist	RoadTunnel	+	+	0.694679
PrimeMinister	LunarCrater	+	+	0.547097
MusicalArtist	Non-ProfitOrganisation	+	+	0.694679
Wrestler	Comedian	-	+	0.720180
Song	Mountain	+	+	0.910110
Film	NascarDriver	+	+	0.694679
Conifer	SpaceStation	+	+	0.694679
FictionalCharacter	Amphibian	+	+	0.694679
Theatre	MilitaryPerson	+	+	0.694679
Gnetophytes	Conifer	+	+	0.694679
Judge	LunarCrater	+	+	0.694679
IceHockeyLeague	SoftballLeague	+	+	0.547097
HistoricPlace	Arachnid	+	+	0.694679
Judge	FilmFestival	+	+	0.694679
RouteOfTransportation	ComicsCreator	+	+	0.694679
FootballMatch	Eukaryote	+	+	0.694679
FootballMatch	Comedian	+	+	0.694679
BroadcastNetwork	RoadTunnel	+	+	0.694679
GreenAlga	FilmFestival	+	+	0.694679
Protein	Company	+	+	0.910110
GivenName	FieldHockeyLeague	+	+	0.694679
Name	Stadium	+	+	0.720180
Race	Infrastructure	+	+	0.904220
TelevisionStation	Holiday	+	+	0.694679
HistoricBuilding	BadmintonPlayer	+	+	0.694679
RoadJunction	MeanOfTransportation	+	+	0.547097
LegalCase	GridironFootballPlayer	+	+	0.694679
Species	Conifer	-	+	0.733309
Hotel	University	+	+	0.720180
WrestlingEvent	Song	+	+	0.694679
Canal	Continent	+	+	0.720180
Aircraft	HockeyTeam	+	+	0.694679
Congressman	Election	+	+	0.995573
MotorcycleRacingLeague	Legislature	+	+	0.694679
GaelicGamesPlayer	NascarDriver	-	+	0.694679
Ship	HistoricBuilding	+	+	0.694679
Cardinal	RugbyPlayer	-	+	0.694679
IceHockeyLeague	GridironFootballPlayer	+	+	0.694679
MusicGenre	PersonFunction	+	+	0.694679
Mayor	Criminal	-	+	0.948349
RugbyPlayer	Company	+	+	0.694679
Conifer	Senator	+	+	0.720180
ChemicalCompound	BroadcastNetwork	+	+	0.694679
SportsLeague	SoccerLeague	-	-	0.017113
AdministrativeRegion	Amphibian	+	+	0.694679
Aircraft	Monument	+	+	0.720180
Theatre	Automobile	+	-	0.363317
Country	GrandPrix	+	+	0.694679
Philosopher	Legislature	+	+	0.874821
BasketballTeam	Infrastructure	+	+	0.694679
AcademicJournal	Planet	+	+	0.694679
Magazine	Actor	+	+	0.948349
Congressman	RailwayTunnel	+	+	0.694679
IceHockeyPlayer	PersonFunction	+	+	0.694679
Project	Event	+	-	0.184796
Athlete	Town	+	+	0.948349
Convention	TelevisionStation	+	+	0.547097
SnookerWorldRanking	GivenName	+	+	0.694679
GivenName	Plant	+	+	0.694679
PeriodicalLiterature	PokerPlayer	+	+	0.694679
Single	AcademicJournal	+	+	0.694679
Stream	RadioStation	+	+	0.694679
LegalCase	Tunnel	+	+	0.694679
SpaceShuttle	Award	+	+	0.694679
VideoGame	Judge	+	+	0.694679
PersonFunction	MilitaryPerson	+	+	0.547097
WaterwayTunnel	Ginkgo	+	+	0.694679
GreenAlga	AmericanFootballPlayer	+	+	0.694679
CanadianFootballTeam	Lymph	+	+	0.694679
Library	IceHockeyPlayer	+	+	0.694679
RouteOfTransportation	Name	+	+	0.694679
ClubMoss	Currency	+	+	0.694679
MotorcycleRacingLeague	Muscle	+	+	0.547097
RouteOfTransportation	FilmFestival	+	+	0.694679
Brain	EducationalInstitution	+	+	0.694679
Architect	Work	+	-	0.363317
Senator	Settlement	+	+	0.843148
MusicGenre	AdultActor	+	+	0.694679
PublicTransitSystem	EthnicGroup	+	+	0.694679
GrandPrix	EducationalInstitution	+	+	0.694679
Olympics	Place	+	+	0.948349
Museum	Stadium	+	+	0.577426
Comedian	RailwayTunnel	+	+	0.694679
Cardinal	Lake	+	+	0.753380
EthnicGroup	Artery	+	+	0.694679
Mammal	Play	+	+	0.969250
Cricketer	MeanOfTransportation	+	+	0.694679
Crustacean	HistoricBuilding	+	+	0.694679
MilitaryPerson	City	+	+	0.694679
Astronaut	Grape	+	+	0.705867
GolfLeague	Election	+	+	0.694679
MusicalWork	MilitaryUnit	+	+	0.694679
University	Vein	+	+	0.948349
TennisLeague	RouteOfTransportation	+	+	0.694679
ChemicalCompound	VideoGame	+	+	0.694679
Mollusca	GaelicGamesPlayer	+	+	0.694679
Airline	PrimeMinister	+	+	0.694679
Device	Country	+	-	0.184796
SpeedwayLeague	Conifer	+	+	0.694679
Hotel	Stadium	+	+	0.720180
Election	Island	+	+	0.969250
MixedMartialArtsLeague	AnatomicalStructure	+	+	0.694679
EthnicGroup	TelevisionEpisode	+	+	0.694679
ChemicalCompound	FootballMatch	+	+	0.694679
BodyOfWater	FormulaOneRacer	+	+	0.694679
PowerStation	ChemicalSubstance	+	+	0.694679
SpaceStation	Drug	+	+	0.694679
SoccerClub	Currency	+	+	0.694679
Bridge	SpaceMission	+	+	0.694679
Nerve	Language	+	+	0.986344
School	Archaea	+	+	0.694679
MotorcycleRacingLeague	LunarCrater	+	+	0.694679
Fish	GolfLeague	+	+	0.694679
Band	SportsEvent	+	+	0.694679
ClubMoss	ShoppingMall	+	+	0.694679
Mayor	Bacteria	+	+	0.720180
TennisPlayer	RailwayTunnel	+	+	0.694679
FormulaOneRacer	BaseballPlayer	-	+	0.694679
Scientist	AustralianFootballLeague	+	+	0.694679
Hotel	Senator	+	+	0.910110
Conifer	Astronaut	+	+	0.705867
BritishRoyalty	WineRegion	+	+	0.694679
Actor	BadmintonPlayer	-	+	0.694679
Island	EurovisionSongContestEntry	+	+	0.694679
President	Ship	+	+	0.691816
LunarCrater	Amphibian	+	+	0.694679
Ginkgo	SoccerClub	+	+	0.694679
Cyclist	Grape	+	+	0.948349
Station	MusicGenre	+	+	0.694679
AmericanFootballTeam	Continent	+	+	0.694679
Library	ChemicalCompound	+	+	0.694679
Island	TradeUnion	+	+	0.694679
FootballMatch	EurovisionSongContestEntry	+	+	0.694679
Road	Writer	+	+	0.802797
Bone	Album	+	+	0.956127
Senator	Book	+	+	0.986344
Bone	FilmFestival	+	+	0.694679
Bridge	Project	+	+	0.720180
Mammal	CanadianFootballLeague	+	+	0.694679
Activity	Bird	+	+	0.691816
SpaceStation	BasketballTeam	+	+	0.694679
Moss	ClubMoss	+	-	0.166376
Rocket	CollegeCoach	+	+	0.694679
ProgrammingLanguage	Newspaper	+	+	0.694679
PoloLeague	EthnicGroup	+	+	0.694679
Reptile	RoadTunnel	+	+	0.694679
Currency	Database	+	+	0.910110
SportsTeam	BasketballTeam	-	-	0.095332
Organisation	MartialArtist	+	+	0.694679
Boxer	Place	+	+	0.720180
Grape	BasketballLeague	+	+	0.694679
MilitaryConflict	Canal	+	+	0.694679
GolfPlayer	Boxer	-	+	0.547097
Settlement	Governor	+	+	0.910110
SoccerLeague	Cycad	+	+	0.694679
Stadium	MartialArtist	+	+	0.694679
HockeyTeam	Locomotive	+	+	0.694679
Fish	Restaurant	+	-	0.363317
Animal	GolfPlayer	+	+	0.694679
Holiday	Airport	+	+	0.969250
HockeyTeam	PrimeMinister	+	+	0.694679
SportsTeam	SnookerPlayer	+	+	0.694679
ShoppingMall	Bacteria	+	+	0.694679
SoftballLeague	SpeedwayLeague	+	-	0.166376
Wrestler	Lymph	+	+	0.904220
Animal	Newspaper	+	-	0.363317
Database	MountainRange	+	+	0.694679
RoadTunnel	Athlete	+	+	0.694679
ChemicalCompound	Animal	+	+	0.694679
RoadTunnel	Species	+	+	0.694679
School	TennisPlayer	+	+	0.694679
Device	RoadJunction	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	Convention	+	+	0.694679
WaterwayTunnel	Architect	+	+	0.694679
HistoricBuilding	HandballLeague	+	+	0.694679
Lymph	Bone	+	+	0.705867
TradeUnion	Scientist	+	+	0.694679
Lymph	Broadcaster	+	+	0.904220
BadmintonPlayer	BaseballLeague	+	+	0.694679
Locomotive	Philosopher	+	+	0.720180
MixedMartialArtsEvent	Wrestler	+	+	0.694679
Ship	VideogamesLeague	+	+	0.694679
SportsEvent	Infrastructure	+	+	0.694679
TelevisionStation	RoadTunnel	+	+	0.694679
VolleyballLeague	Judge	+	+	0.694679
Protein	SnookerChamp	+	+	0.694679
Bacteria	Hospital	+	+	0.720180
PublicTransitSystem	Congressman	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	AdultActor	+	+	0.694679
Continent	VideoGame	+	+	0.694679
Activity	Game	-	-	0.019391
ClubMoss	Model	+	+	0.694679
YearInSpaceflight	Artery	+	+	0.694679
Building	Settlement	+	-	0.363317
Conifer	Museum	+	+	0.910110
WrittenWork	Legislature	+	+	0.694679
CanadianFootballTeam	President	+	+	0.694679
Tunnel	Writer	+	+	0.720180
Embryology	Eukaryote	+	+	0.967095
PeriodicalLiterature	Plant	+	+	0.694679
BasketballTeam	TradeUnion	+	+	0.694679
SpeedwayTeam	Newspaper	+	+	0.694679
Brain	AcademicJournal	+	+	0.694679
Award	Animal	+	+	0.874821
Disease	NaturalPlace	+	+	0.694679
RouteOfTransportation	VideoGame	+	+	0.694679
IceHockeyLeague	Hospital	+	+	0.694679
Wrestler	Device	+	+	0.720180
RailwayLine	WineRegion	+	+	0.694679
ShoppingMall	Chancellor	+	+	0.694679
Band	RailwayLine	+	+	0.694679
Aircraft	EducationalInstitution	+	+	0.694679
Stadium	Sport	+	-	0.363317
Album	TennisPlayer	+	+	0.694679
Valley	MusicalArtist	+	+	0.694679
Book	SportsLeague	+	+	0.694679
President	Restaurant	+	+	0.948349
Senator	TelevisionStation	+	+	0.694679
SpeedwayLeague	Airline	+	+	0.694679
NaturalPlace	Legislature	+	+	0.547097
Project	Name	+	-	0.363317
ChristianBishop	Island	+	+	0.694679
River	Airport	+	+	0.910110
TelevisionStation	PublicTransitSystem	+	+	0.694679
IceHockeyPlayer	RailwayTunnel	+	+	0.694679
SpaceShuttle	Embryology	+	+	0.694679
MountainRange	Olympics	+	+	0.694679
SnookerWorldRanking	Species	+	+	0.694679
Event	Cleric	+	+	0.691816
ChemicalSubstance	Name	+	+	0.694679
Amphibian	Cave	+	+	0.986344
Beverage	SnookerChamp	+	+	0.694679
Museum	SpaceStation	+	+	0.694679
SnookerPlayer	AnatomicalStructure	+	+	0.694679
Island	RailwayTunnel	+	+	0.694679
Fern	LegalCase	+	+	0.694679
HistoricBuilding	Road	+	+	0.694679
MixedMartialArtsEvent	WineRegion	+	+	0.694679
Newspaper	PopulatedPlace	+	+	0.694679
Country	SoccerPlayer	+	+	0.694679
BroadcastNetwork	Museum	+	+	0.694679
SnookerWorldRanking	Model	+	+	0.694679
PersonFunction	ProgrammingLanguage	+	+	0.694679
BaseballLeague	RailwayTunnel	+	+	0.694679
Comedian	Colour	+	+	0.843148
Hospital	SpaceMission	+	+	0.694679
AutomobileEngine	Congressman	+	+	0.694679
ChemicalCompound	Village	+	+	0.694679
Spacecraft	Mountain	+	+	0.904220
Embryology	CollegeCoach	+	+	0.694679
Ambassador	AnatomicalStructure	+	+	0.694679
Activity	Congressman	+	+	0.986344
Astronaut	SportsEvent	+	+	0.694679
Project	PublicTransitSystem	+	+	0.694679
Saint	Language	+	-	0.363317
Moss	EthnicGroup	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	SoccerManager	-	+	0.694679
Stadium	School	+	+	0.720180
RailwayLine	Country	+	+	0.694679
Judge	Cleric	-	+	0.720180
SoftballLeague	ChemicalSubstance	+	+	0.694679
ClubMoss	Town	+	+	0.694679
Athlete	Criminal	-	+	0.948349
RoadJunction	Astronaut	+	+	0.694679
Senator	Non-ProfitOrganisation	+	+	0.694679
Grape	Comedian	+	+	0.720180
Senator	Tunnel	+	+	0.910110
MusicalArtist	Colour	+	+	0.694679
PokerPlayer	GrandPrix	+	+	0.694679
MusicFestival	RailwayTunnel	+	+	0.694679
ComicsCreator	AmericanFootballLeague	+	+	0.694679
BroadcastNetwork	Moss	+	+	0.694679
Insect	Country	+	+	0.691816
Race	EurovisionSongContestEntry	+	+	0.694679
PopulatedPlace	CanadianFootballLeague	+	+	0.694679
CanadianFootballLeague	PublicTransitSystem	+	+	0.694679
Mountain	FieldHockeyLeague	+	+	0.694679
BasketballPlayer	AcademicJournal	+	+	0.694679
Writer	Ginkgo	+	+	0.720180
BasketballLeague	Lymph	+	+	0.694679
ResearchProject	University	+	+	0.694679
MixedMartialArtsEvent	MeanOfTransportation	+	+	0.694679
EthnicGroup	Magazine	+	+	0.694679
River	Award	+	+	0.969250
Archaea	Disease	+	+	0.694679
Bacteria	Country	+	+	0.720180
RugbyLeague	Animal	+	+	0.694679
TelevisionEpisode	Cardinal	+	+	0.694679
Bridge	PoliticalParty	+	+	0.694679
MixedMartialArtsEvent	Library	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	Cyclist	+	+	0.694679
Village	Comedian	+	+	0.986344
GrandPrix	FormulaOneRacer	+	+	0.694679
FloweringPlant	Saint	+	+	0.694679
Cleric	ProtectedArea	+	+	0.694679
Gnetophytes	LaunchPad	+	+	0.694679
Drug	Single	+	+	0.969250
RugbyPlayer	Station	+	+	0.694679
Bone	Mollusca	+	+	0.740152
Stream	SpaceStation	+	+	0.694679
Mayor	Newspaper	+	+	0.948349
SoccerClub	AmericanFootballLeague	+	+	0.694679
InlineHockeyLeague	MilitaryPerson	+	+	0.694679
Musical	SportsLeague	+	+	0.694679
WineRegion	BasketballTeam	+	+	0.694679
Website	WomensTennisAssociationTournament	+	+	0.694679
Single	Canal	+	+	0.969250
Bird	PokerPlayer	+	+	0.694679
SoccerLeague	Device	+	+	0.694679
Continent	ProgrammingLanguage	+	+	0.694679
Lake	GovernmentAgency	+	+	0.694679
Fern	CanadianFootballTeam	+	+	0.694679
LaunchPad	TennisPlayer	+	+	0.694679
YearInSpaceflight	CollegeCoach	+	+	0.694679
Crustacean	Lighthouse	+	+	0.720180
ComicsCharacter	BaseballLeague	+	+	0.694679
TennisLeague	Athlete	+	+	0.694679
Hotel	PlayboyPlaymate	+	+	0.694679
SnookerPlayer	School	+	+	0.694679
Lighthouse	BiologicalDatabase	+	+	0.694679
Nerve	Eukaryote	+	+	0.967095
BritishRoyalty	Aircraft	+	+	0.694679
RecordLabel	Continent	+	+	0.694679
Island	GridironFootballPlayer	+	+	0.694679
Boxer	AutoRacingLeague	+	+	0.694679
Library	Ambassador	+	+	0.948349
Album	Architect	+	+	0.720180
Currency	InlineHockeyLeague	+	+	0.694679
Politician	Moss	+	+	0.720180
LacrosseLeague	Sport	+	+	0.694679
Drug	Station	+	+	0.986344
BasketballLeague	Weapon	+	+	0.694679
Vein	Race	+	+	0.720180
WaterwayTunnel	Database	+	+	0.694679
Cyclist	AutoRacingLeague	+	+	0.694679
PublicTransitSystem	BroadcastNetwork	+	+	0.694679
Road	Drug	+	+	0.941226
HistoricPlace	AutoRacingLeague	+	+	0.694679
Election	Bone	+	+	0.910110
GridironFootballPlayer	AmericanFootballTeam	+	+	0.547097
Non-ProfitOrganisation	MartialArtist	+	+	0.694679
City	TelevisionStation	+	+	0.694679
MeanOfTransportation	MusicalArtist	+	+	0.694679
SpaceStation	Muscle	+	+	0.694679
BiologicalDatabase	Magazine	+	+	0.694679
Canal	Mammal	+	-	0.232520
Bird	Bacteria	+	+	0.720180
Place	Name	+	-	0.363317
Airline	RouteOfTransportation	+	+	0.694679
Mollusca	ProgrammingLanguage	+	+	0.694679
GrandPrix	Project	+	+	0.694679
Work	Cleric	+	+	0.910110
SportsTeam	ProtectedArea	+	+	0.694679
SnookerWorldRanking	Museum	+	+	0.694679
Stream	CanadianFootballLeague	+	+	0.694679
Fern	PersonFunction	+	+	0.694679
FormulaOneRacer	Project	+	+	0.694679
Canal	MilitaryUnit	+	+	0.694679
SoccerClub	Scientist	+	+	0.694679
YearInSpaceflight	Wrestler	+	+	0.694679
MusicFestival	MusicGenre	+	+	0.547097
Bird	GolfPlayer	+	+	0.694679
Island	Philosopher	+	+	0.802797
Lighthouse	WorldHeritageSite	-	+	0.694679
Artist	Artery	+	+	0.577426
Company	Cardinal	+	+	0.720180
TennisPlayer	College	+	+	0.694679
VolleyballLeague	RailwayTunnel	+	+	0.694679
GridironFootballPlayer	Animal	+	+	0.694679
WineRegion	YearInSpaceflight	+	+	0.694679
IceHockeyPlayer	PlayboyPlaymate	-	+	0.694679
TennisLeague	Mammal	+	+	0.694679
PersonFunction	SnookerPlayer	+	+	0.694679
Song	Species	+	+	0.910110
Station	Name	+	+	0.720180
ArchitecturalStructure	PrimeMinister	+	+	0.694679
SoftballLeague	RailwayTunnel	+	+	0.694679
Mountain	Weapon	+	+	0.910110
Election	Cricketer	+	+	0.967095
Bone	GolfLeague	+	+	0.694679
SpeedwayTeam	Village	+	+	0.694679
Criminal	SpaceMission	+	+	0.694679
Comedian	Fungus	+	+	0.758258
AmericanFootballLeague	BaseballLeague	+	-	0.166376
Activity	MartialArtist	+	+	0.694679
MusicalArtist	Play	+	+	0.694679
FigureSkater	Lake	+	+	0.694679
Conifer	ChemicalSubstance	+	+	0.694679
AdministrativeRegion	VolleyballLeague	+	+	0.694679
ProgrammingLanguage	RailwayLine	+	+	0.694679
MusicalWork	SpeedwayTeam	+	+	0.694679
WineRegion	Place	-	-	0.165610
Museum	ComicsCharacter	+	+	0.694679
Mountain	Currency	+	+	0.720180
Wrestler	FictionalCharacter	-	+	0.694679
Cricketer	BasketballTeam	+	+	0.694679
Infrastructure	Sport	+	+	0.904220
Bird	Album	+	+	0.758258
School	Aircraft	+	-	0.363317
Airport	AmericanFootballLeague	+	+	0.694679
Monument	PlayboyPlaymate	+	+	0.694679
Journalist	Species	+	+	0.969250
WrittenWork	Tunnel	+	+	0.694679
GreenAlga	Rocket	+	+	0.694679
MusicalArtist	Food	+	+	0.694679
Cycad	TelevisionEpisode	+	+	0.694679
Congressman	Automobile	+	+	0.910110
Cardinal	BiologicalDatabase	+	+	0.694679
BroadcastNetwork	Politician	+	+	0.694679
MartialArtist	Gnetophytes	+	+	0.694679
Gnetophytes	Scientist	+	+	0.694679
MusicalArtist	GivenName	+	+	0.694679
LaunchPad	Airport	+	+	0.705867
MixedMartialArtsLeague	WaterwayTunnel	+	+	0.694679
Legislature	WaterwayTunnel	+	+	0.694679
Road	Non-ProfitOrganisation	+	+	0.694679
PeriodicalLiterature	Cyclist	+	+	0.694679
Grape	Boxer	+	+	0.948349
Song	PopulatedPlace	+	+	0.694679
PublicTransitSystem	Crustacean	+	+	0.694679
CricketLeague	SoccerLeague	+	-	0.166376
MusicalWork	WorldHeritageSite	+	+	0.694679
YearInSpaceflight	Mayor	+	+	0.694679
SoccerPlayer	Broadcaster	+	+	0.694679
Non-ProfitOrganisation	LacrosseLeague	-	+	0.694679
Spacecraft	SoftballLeague	+	+	0.694679
Broadcaster	LacrosseLeague	+	+	0.694679
Song	WrittenWork	+	+	0.694679
Website	MusicalWork	+	+	0.694679
MilitaryPerson	SpeedwayLeague	+	+	0.694679
Building	Bird	+	-	0.363317
Holiday	Town	+	-	0.403806
Model	PowerStation	+	+	0.694679
Cardinal	Hotel	+	+	0.986344
Comedian	RugbyPlayer	-	+	0.694679
Library	Musical	+	+	0.720180
Aircraft	GrandPrix	+	+	0.694679
AmericanFootballLeague	Continent	+	+	0.694679
TelevisionShow	Magazine	+	+	0.694679
Game	EducationalInstitution	+	+	0.694679
Politician	Road	+	-	0.363317
Insect	FloweringPlant	+	+	0.694679
SnookerPlayer	GivenName	+	+	0.694679
WaterwayTunnel	PokerPlayer	+	+	0.694679
PokerPlayer	Moss	+	+	0.694679
Newspaper	IceHockeyLeague	+	+	0.694679
ResearchProject	OlympicResult	+	+	0.694679
PeriodicalLiterature	Mammal	+	+	0.694679
InlineHockeyLeague	Museum	+	+	0.694679
Wrestler	ArchitecturalStructure	+	+	0.694679
Artist	Book	+	+	0.948349
Artist	Fungus	+	+	0.720180
Journalist	AmericanFootballPlayer	-	+	0.694679
Governor	PowerStation	+	+	0.694679
Boxer	Ginkgo	+	+	0.948349
Newspaper	Moss	+	+	0.720180
Hospital	WrittenWork	+	+	0.694679
PoliticalParty	SnookerWorldRanking	+	+	0.694679
GaelicGamesPlayer	Fern	+	+	0.694679
RailwayLine	Settlement	+	+	0.694679
Nerve	SportsEvent	+	+	0.694679
SpeedwayLeague	Valley	+	+	0.694679
Sport	AnatomicalStructure	+	+	0.694679
PowerStation	Chancellor	+	+	0.694679
SnookerPlayer	FictionalCharacter	-	+	0.694679
Politician	University	+	-	0.363317
SoccerPlayer	Congressman	-	+	0.694679
Brain	Comedian	+	+	0.948349
Canal	EurovisionSongContestEntry	+	+	0.694679
President	PokerPlayer	-	+	0.694679
Aircraft	Species	+	+	0.969250
BaseballLeague	Valley	+	+	0.694679
VideogamesLeague	Muscle	+	+	0.694679
AutoRacingLeague	RoadTunnel	+	+	0.694679
Cricketer	Plant	+	+	0.705867
MeanOfTransportation	CricketLeague	+	+	0.694679
PokerPlayer	MemberOfParliament	-	+	0.694679
BasketballLeague	ProtectedArea	+	+	0.694679
BodyOfWater	Model	+	+	0.694679
EducationalInstitution	Fish	+	+	0.694679
BroadcastNetwork	GivenName	+	+	0.694679
RailwayTunnel	Insect	+	+	0.694679
Organisation	ProtectedArea	+	+	0.694679
Broadcaster	Crustacean	+	+	0.705867
Judge	Brain	+	+	0.758258
Mayor	FictionalCharacter	-	+	0.694679
BroadcastNetwork	TradeUnion	+	+	0.694679
Aircraft	MilitaryConflict	+	+	0.694679
RailwayLine	Non-ProfitOrganisation	+	+	0.694679
SportsTeam	Judge	+	+	0.694679
Reptile	Convention	+	+	0.969250
AcademicJournal	BritishRoyalty	+	+	0.694679
SoccerClub	Species	+	+	0.694679
ChristianBishop	VideoGame	+	+	0.694679
City	Philosopher	+	+	0.691816
SnookerPlayer	Mammal	+	+	0.694679
SoccerPlayer	RailwayTunnel	+	+	0.694679
SpeedwayLeague	Food	+	+	0.694679
Amphibian	Olympics	+	+	0.969250
Automobile	Company	+	+	0.691816
